Plot Title: 21135139,,,,,,,,
#,"Date Time, GMT-06:00","Full Range, μS/cm (LGR S/N: 21135139, SEN S/N: 21135139)",temperature_C,"Temp, °F (LGR S/N: 21135139, SEN S/N: 21135139)",Coupler Detached (LGR S/N: 21135139),Coupler Attached (LGR S/N: 21135139),Host Connected (LGR S/N: 21135139),End Of File (LGR S/N: 21135139)
36,4/11/22 3:50,1.8,19.38888889,66.9,,,,
37,4/11/22 4:00,1.8,19.37777778,66.88,,,,
38,4/11/22 4:10,-0.5,19.36111111,66.85,,,,
39,4/11/22 4:20,1.8,19.32777778,66.79,,,,
40,4/11/22 4:30,1.8,19.32222222,66.78,,,,
41,4/11/22 4:40,1.8,19.28888889,66.72,,,,
42,4/11/22 4:50,1.8,19.27777778,66.7,,,,
43,4/11/22 5:00,1.8,19.25,66.65,,,,
44,4/11/22 5:10,1.8,19.23888889,66.63,,,,
45,4/11/22 5:20,1.8,19.21111111,66.58,,,,
46,4/11/22 5:30,1.8,19.2,66.56,,,,
47,4/11/22 5:40,1.8,19.17777778,66.52,,,,
48,4/11/22 5:50,1.8,19.15,66.47,,,,
49,4/11/22 6:00,1.8,19.12222222,66.42,,,,
50,4/11/22 6:10,1.8,19.1,66.38,,,,
51,4/11/22 6:20,1.8,19.07222222,66.33,,,,
52,4/11/22 6:30,1.8,19.06111111,66.31,,,,
53,4/11/22 6:40,1.8,19.03888889,66.27,,,,
54,4/11/22 6:50,1.8,19.01111111,66.22,,,,
55,4/11/22 7:00,1.8,19,66.2,,,,
56,4/11/22 7:10,1.8,19,66.2,,,,
57,4/11/22 7:20,1.8,18.92222222,66.06,,,,
58,4/11/22 7:30,1.8,17.95,64.31,,,,
59,4/11/22 7:40,-0.5,17.07777778,62.74,,,,
60,4/11/22 7:50,1.8,16.51111111,61.72,,,,
61,4/11/22 8:00,1.8,15.43888889,59.79,,,,
62,4/11/22 8:10,-0.4,15.11111111,59.2,,,,
63,4/11/22 8:20,1.9,14.16111111,57.49,,,,
64,4/11/22 8:30,-0.4,13.22777778,55.81,,,,
65,4/11/22 8:40,1.9,11.05,51.89,,,,
66,4/11/22 8:50,1.9,9.4,48.92,,,,
67,4/11/22 9:00,1.9,8.377777778,47.08,,,,
68,4/11/22 9:10,12.7,7.861111111,46.15,,,,
69,4/11/22 9:20,12.7,8.072222222,46.53,,,,
70,4/11/22 9:30,1.9,8.272222222,46.89,,,,
71,4/11/22 9:40,12.7,8.222222222,46.8,,,,
72,4/11/22 9:50,1.9,7.85,46.13,,,,
73,4/11/22 10:00,1.9,6.188888889,43.14,,,,
74,4/11/22 10:10,1.9,5.138888889,41.25,,,,
75,4/11/22 10:20,1.9,4.961111111,40.93,,,,
76,4/11/22 10:30,1.9,5.05,41.09,,,,
77,4/11/22 10:40,1.9,4.972222222,40.95,,,,
78,4/11/22 10:50,1.9,4.777777778,40.6,,,,
79,4/11/22 11:00,1.9,4.6,40.28,,,,
80,4/11/22 11:10,1.9,4.6,40.28,,,,
81,4/11/22 11:20,1.9,5.738888889,42.33,,,,
82,4/11/22 11:30,1.9,6.522222222,43.74,,,,
83,4/11/22 11:40,1.9,7.15,44.87,,,,
84,4/11/22 11:50,1.9,7.738888889,45.93,,,,
85,4/11/22 12:00,1.9,8.661111111,47.59,,,,
86,4/11/22 12:10,1.9,9.411111111,48.94,,,,
87,4/11/22 12:20,-0.4,10.02777778,50.05,,,,
88,4/11/22 12:30,1.9,10.51111111,50.92,,,,
89,4/11/22 12:40,1.9,10.97222222,51.75,,,,
90,4/11/22 12:50,1.9,11.41111111,52.54,,,,
91,4/11/22 13:00,12.6,11.83888889,53.31,,,,
92,4/11/22 13:10,1.9,12.27222222,54.09,,,,
93,4/11/22 13:20,12.6,12.68888889,54.84,,,,
94,4/11/22 13:30,1.9,13.07222222,55.53,,,,
95,4/11/22 13:40,1.9,13.88888889,57,,,,
96,4/11/22 13:50,2.6,14.3,57.74,,,,
97,4/11/22 14:00,1.8,14.33888889,57.81,,,,
98,4/11/22 14:10,1.9,13.67222222,56.61,,,,
99,4/11/22 14:20,12.6,11.8,53.24,,,,
100,4/11/22 14:30,1.9,10.23888889,50.43,,,,
101,4/11/22 14:40,-0.4,9.388888889,48.9,,,,
102,4/11/22 14:50,1.9,8.872222222,47.97,,,,
103,4/11/22 15:00,1.9,8.522222222,47.34,,,,
104,4/11/22 15:10,12.7,8.311111111,46.96,,,,
105,4/11/22 15:20,12.7,8.177777778,46.72,,,,
106,4/11/22 15:30,12.7,8.127777778,46.63,,,,
107,4/11/22 15:40,1.9,8.077777778,46.54,,,,
108,4/11/22 15:50,1.9,8.061111111,46.51,,,,
109,4/11/22 16:00,1.9,8.038888889,46.47,,,,
110,4/11/22 16:10,12.7,8.022222222,46.44,,,,
111,4/11/22 16:20,1.9,7.988888889,46.38,,,,
112,4/11/22 16:30,12.7,7.988888889,46.38,,,,
113,4/11/22 16:40,12.7,7.988888889,46.38,,,,
114,4/11/22 16:50,12.7,8,46.4,,,,
115,4/11/22 17:00,1.9,8.022222222,46.44,,,,
116,4/11/22 17:10,1.9,8.027777778,46.45,,,,
117,4/11/22 17:20,12.7,8.022222222,46.44,,,,
118,4/11/22 17:30,1.9,8.022222222,46.44,,,,
119,4/11/22 17:40,1.9,8.022222222,46.44,,,,
120,4/11/22 17:50,12.7,8.038888889,46.47,,,,
121,4/11/22 18:00,12.7,8.038888889,46.47,,,,
122,4/11/22 18:10,12.7,8.027777778,46.45,,,,
123,4/11/22 18:20,1.9,8.038888889,46.47,,,,
124,4/11/22 18:30,12.7,8.061111111,46.51,,,,
125,4/11/22 18:40,12.7,8.061111111,46.51,,,,
126,4/11/22 18:50,1.9,8.072222222,46.53,,,,
127,4/11/22 19:00,12.7,8.072222222,46.53,,,,
128,4/11/22 19:10,12.7,8.061111111,46.51,,,,
129,4/11/22 19:20,12.7,8.072222222,46.53,,,,
130,4/11/22 19:30,12.7,8.072222222,46.53,,,,
131,4/11/22 19:40,12.7,8.072222222,46.53,,,,
132,4/11/22 19:50,12.7,8.077777778,46.54,,,,
133,4/11/22 20:00,12.7,8.077777778,46.54,,,,
134,4/11/22 20:10,12.7,8.072222222,46.53,,,,
135,4/11/22 20:20,12.7,8.072222222,46.53,,,,
136,4/11/22 20:30,12.7,8.072222222,46.53,,,,
137,4/11/22 20:40,12.7,8.072222222,46.53,,,,
138,4/11/22 20:50,12.7,8.077777778,46.54,,,,
139,4/11/22 21:00,12.7,8.077777778,46.54,,,,
140,4/11/22 21:10,8.8,8.088888889,46.56,,,,
141,4/11/22 21:20,12.7,8.088888889,46.56,,,,
142,4/11/22 21:30,12.7,8.088888889,46.56,,,,
143,4/11/22 21:40,946.8,7.9,46.22,,,,
144,4/11/22 21:50,538.3,7.9,46.22,,,,
145,4/11/22 22:00,368.8,7.888888889,46.2,,,,
146,4/11/22 22:10,281.2,7.9,46.22,,,,
147,4/11/22 22:20,227.2,7.9,46.22,,,,
148,4/11/22 22:30,193.2,7.9,46.22,,,,
149,4/11/22 22:40,169.8,7.888888889,46.2,,,,
150,4/11/22 22:50,152.5,7.888888889,46.2,,,,
151,4/11/22 23:00,138.7,7.888888889,46.2,,,,
152,4/11/22 23:10,127.6,7.888888889,46.2,,,,
153,4/11/22 23:20,118.4,7.9,46.22,,,,
154,4/11/22 23:30,111.1,7.9,46.22,,,,
155,4/11/22 23:40,104.6,7.9,46.22,,,,
156,4/11/22 23:50,99.2,7.911111111,46.24,,,,
157,4/12/22 0:00,94.2,7.911111111,46.24,,,,
158,4/12/22 0:10,90,7.911111111,46.24,,,,
159,4/12/22 0:20,85.8,7.911111111,46.24,,,,
160,4/12/22 0:30,82.7,7.911111111,46.24,,,,
161,4/12/22 0:40,79.2,7.9,46.22,,,,
162,4/12/22 0:50,76.9,7.9,46.22,,,,
163,4/12/22 1:00,74.2,7.9,46.22,,,,
164,4/12/22 1:10,72.3,7.9,46.22,,,,
165,4/12/22 1:20,70,7.9,46.22,,,,
166,4/12/22 1:30,68.8,7.9,46.22,,,,
167,4/12/22 1:40,67.3,7.9,46.22,,,,
168,4/12/22 1:50,65.8,7.9,46.22,,,,
169,4/12/22 2:00,64.2,7.9,46.22,,,,
170,4/12/22 2:10,63.1,7.9,46.22,,,,
171,4/12/22 2:20,62.3,7.888888889,46.2,,,,
172,4/12/22 2:30,61.2,7.9,46.22,,,,
173,4/12/22 2:40,60.8,7.911111111,46.24,,,,
174,4/12/22 2:50,59.6,7.888888889,46.2,,,,
175,4/12/22 3:00,58.9,7.9,46.22,,,,
176,4/12/22 3:10,58.5,7.911111111,46.24,,,,
177,4/12/22 3:20,58.1,7.9,46.22,,,,
178,4/12/22 3:30,57.3,7.9,46.22,,,,
179,4/12/22 3:40,56.9,7.9,46.22,,,,
180,4/12/22 3:50,56.5,7.888888889,46.2,,,,
181,4/12/22 4:00,55.8,7.888888889,46.2,,,,
182,4/12/22 4:10,55.8,7.9,46.22,,,,
183,4/12/22 4:20,55.8,7.9,46.22,,,,
184,4/12/22 4:30,55.4,7.9,46.22,,,,
185,4/12/22 4:40,55,7.888888889,46.2,,,,
186,4/12/22 4:50,54.6,7.888888889,46.2,,,,
187,4/12/22 5:00,54.2,7.888888889,46.2,,,,
188,4/12/22 5:10,54.2,7.877777778,46.18,,,,
189,4/12/22 5:20,54.2,7.861111111,46.15,,,,
190,4/12/22 5:30,54.2,7.85,46.13,,,,
191,4/12/22 5:40,53.9,7.838888889,46.11,,,,
192,4/12/22 5:50,53.9,7.822222222,46.08,,,,
193,4/12/22 6:00,53.9,7.811111111,46.06,,,,
194,4/12/22 6:10,54.2,7.8,46.04,,,,
195,4/12/22 6:20,53.9,7.761111111,45.97,,,,
196,4/12/22 6:30,54.2,7.75,45.95,,,,
197,4/12/22 6:40,53.9,7.711111111,45.88,,,,
198,4/12/22 6:50,53.9,7.677777778,45.82,,,,
199,4/12/22 7:00,53.9,7.661111111,45.79,,,,
200,4/12/22 7:10,53.9,7.627777778,45.73,,,,
201,4/12/22 7:20,53.9,7.588888889,45.66,,,,
202,4/12/22 7:30,53.9,7.572222222,45.63,,,,
203,4/12/22 7:40,53.9,7.538888889,45.57,,,,
204,4/12/22 7:50,53.9,7.522222222,45.54,,,,
205,4/12/22 8:00,53.5,7.472222222,45.45,,,,
206,4/12/22 8:10,53.5,7.45,45.41,,,,
207,4/12/22 8:20,53.5,7.422222222,45.36,,,,
208,4/12/22 8:30,53.5,7.388888889,45.3,,,,
209,4/12/22 8:40,53.5,7.377777778,45.28,,,,
210,4/12/22 8:50,53.5,7.338888889,45.21,,,,
211,4/12/22 9:00,53.5,7.311111111,45.16,,,,
212,4/12/22 9:10,53.5,7.288888889,45.12,,,,
213,4/12/22 9:20,53.1,7.261111111,45.07,,,,
214,4/12/22 9:30,53.1,7.238888889,45.03,,,,
215,4/12/22 9:40,53.1,7.222222222,45,,,,
216,4/12/22 9:50,53.5,7.177777778,44.92,,,,
217,4/12/22 10:00,53.1,7.161111111,44.89,,,,
218,4/12/22 10:10,52.7,7.127777778,44.83,,,,
219,4/12/22 10:20,53.1,7.122222222,44.82,,,,
220,4/12/22 10:30,53.1,7.1,44.78,,,,
221,4/12/22 10:40,53.1,7.1,44.78,,,,
222,4/12/22 10:50,53.1,7.077777778,44.74,,,,
223,4/12/22 11:00,53.1,7.072222222,44.73,,,,
224,4/12/22 11:10,52.7,7.072222222,44.73,,,,
225,4/12/22 11:20,52.7,7.072222222,44.73,,,,
226,4/12/22 11:30,53.1,7.072222222,44.73,,,,
227,4/12/22 11:40,52.7,7.038888889,44.67,,,,
228,4/12/22 11:50,52.7,7.061111111,44.71,,,,
229,4/12/22 12:00,52.7,7.038888889,44.67,,,,
230,4/12/22 12:10,52.7,7.038888889,44.67,,,,
231,4/12/22 12:20,53.1,7.038888889,44.67,,,,
232,4/12/22 12:30,52.8,7.027777778,44.65,,,,
233,4/12/22 12:40,52.7,7.038888889,44.67,,,,
234,4/12/22 12:50,52.7,7.072222222,44.73,,,,
235,4/12/22 13:00,53.1,7.072222222,44.73,,,,
236,4/12/22 13:10,53.1,7.061111111,44.71,,,,
237,4/12/22 13:20,52.7,7.038888889,44.67,,,,
238,4/12/22 13:30,53.1,7.022222222,44.64,,,,
239,4/12/22 13:40,53.1,7.022222222,44.64,,,,
240,4/12/22 13:50,52.8,7.027777778,44.65,,,,
241,4/12/22 14:00,52.8,7.022222222,44.64,,,,
242,4/12/22 14:10,52.8,7.011111111,44.62,,,,
243,4/12/22 14:20,52.8,6.988888889,44.58,,,,
244,4/12/22 14:30,52.8,6.988888889,44.58,,,,
245,4/12/22 14:40,52.8,6.977777778,44.56,,,,
246,4/12/22 14:50,52.8,6.988888889,44.58,,,,
247,4/12/22 15:00,53.1,6.988888889,44.58,,,,
248,4/12/22 15:10,52.8,6.977777778,44.56,,,,
249,4/12/22 15:20,53.1,6.988888889,44.58,,,,
250,4/12/22 15:30,53.1,6.972222222,44.55,,,,
251,4/12/22 15:40,52.8,6.977777778,44.56,,,,
252,4/12/22 15:50,52.8,6.95,44.51,,,,
253,4/12/22 16:00,52.8,6.922222222,44.46,,,,
254,4/12/22 16:10,52.8,6.888888889,44.4,,,,
255,4/12/22 16:20,52.8,6.872222222,44.37,,,,
256,4/12/22 16:30,52.8,6.85,44.33,,,,
257,4/12/22 16:40,52.8,6.838888889,44.31,,,,
258,4/12/22 16:50,52.8,6.811111111,44.26,,,,
259,4/12/22 17:00,52.8,6.777777778,44.2,,,,
260,4/12/22 17:10,52.8,6.761111111,44.17,,,,
261,4/12/22 17:20,52.8,6.761111111,44.17,,,,
262,4/12/22 17:30,52.8,6.738888889,44.13,,,,
263,4/12/22 17:40,52.8,6.722222222,44.1,,,,
264,4/12/22 17:50,52.8,6.688888889,44.04,,,,
265,4/12/22 18:00,52.8,6.711111111,44.08,,,,
266,4/12/22 18:10,52.8,6.688888889,44.04,,,,
267,4/12/22 18:20,52.8,6.661111111,43.99,,,,
268,4/12/22 18:30,52.8,6.627777778,43.93,,,,
269,4/12/22 18:40,52.8,6.6,43.88,,,,
270,4/12/22 18:50,52.8,6.611111111,43.9,,,,
271,4/12/22 19:00,52.8,6.572222222,43.83,,,,
272,4/12/22 19:10,53.2,6.55,43.79,,,,
273,4/12/22 19:20,53.2,6.55,43.79,,,,
274,4/12/22 19:30,53.2,6.511111111,43.72,,,,
275,4/12/22 19:40,53.2,6.488888889,43.68,,,,
276,4/12/22 19:50,52.8,6.461111111,43.63,,,,
277,4/12/22 20:00,53.2,6.427777778,43.57,,,,
278,4/12/22 20:10,52.8,6.4,43.52,,,,
279,4/12/22 20:20,53.2,6.388888889,43.5,,,,
280,4/12/22 20:30,52.8,6.35,43.43,,,,
281,4/12/22 20:40,53.2,6.338888889,43.41,,,,
282,4/12/22 20:50,52.8,6.311111111,43.36,,,,
283,4/12/22 21:00,52.8,6.3,43.34,,,,
284,4/12/22 21:10,52.8,6.3,43.34,,,,
285,4/12/22 21:20,52.8,6.261111111,43.27,,,,
286,4/12/22 21:30,52.8,6.25,43.25,,,,
287,4/12/22 21:40,53.2,6.227777778,43.21,,,,
288,4/12/22 21:50,52.8,6.227777778,43.21,,,,
289,4/12/22 22:00,52.8,6.2,43.16,,,,
290,4/12/22 22:10,52.8,6.188888889,43.14,,,,
291,4/12/22 22:20,52.8,6.172222222,43.11,,,,
292,4/12/22 22:30,52.8,6.15,43.07,,,,
293,4/12/22 22:40,53.2,6.138888889,43.05,,,,
294,4/12/22 22:50,53.2,6.138888889,43.05,,,,
295,4/12/22 23:00,52.8,6.15,43.07,,,,
296,4/12/22 23:10,52.8,6.122222222,43.02,,,,
297,4/12/22 23:20,52.8,6.1,42.98,,,,
298,4/12/22 23:30,52.8,6.122222222,43.02,,,,
299,4/12/22 23:40,53.2,6.111111111,43,,,,
300,4/12/22 23:50,52.8,6.061111111,42.91,,,,
301,4/13/22 0:00,53.2,6.05,42.89,,,,
302,4/13/22 0:10,53.2,6.027777778,42.85,,,,
303,4/13/22 0:20,53.2,6.011111111,42.82,,,,
304,4/13/22 0:30,53.2,6.011111111,42.82,,,,
305,4/13/22 0:40,53.2,6.011111111,42.82,,,,
306,4/13/22 0:50,53.2,5.977777778,42.76,,,,
307,4/13/22 1:00,52.8,5.972222222,42.75,,,,
308,4/13/22 1:10,53.2,5.961111111,42.73,,,,
309,4/13/22 1:20,53.2,5.961111111,42.73,,,,
310,4/13/22 1:30,53.2,5.938888889,42.69,,,,
311,4/13/22 1:40,53.2,5.922222222,42.66,,,,
312,4/13/22 1:50,53.2,5.911111111,42.64,,,,
313,4/13/22 2:00,52.8,5.911111111,42.64,,,,
314,4/13/22 2:10,52.8,5.888888889,42.6,,,,
315,4/13/22 2:20,52.8,5.877777778,42.58,,,,
316,4/13/22 2:30,52.8,5.877777778,42.58,,,,
317,4/13/22 2:40,52.8,5.872222222,42.57,,,,
318,4/13/22 2:50,52.8,5.877777778,42.58,,,,
319,4/13/22 3:00,52.8,5.872222222,42.57,,,,
320,4/13/22 3:10,52.4,5.838888889,42.51,,,,
321,4/13/22 3:20,52.8,5.827777778,42.49,,,,
322,4/13/22 3:30,52.4,5.827777778,42.49,,,,
323,4/13/22 3:40,52.8,5.827777778,42.49,,,,
324,4/13/22 3:50,52.8,5.822222222,42.48,,,,
325,4/13/22 4:00,52.8,5.822222222,42.48,,,,
326,4/13/22 4:10,52.8,5.788888889,42.42,,,,
327,4/13/22 4:20,52.8,5.788888889,42.42,,,,
328,4/13/22 4:30,52.8,5.761111111,42.37,,,,
329,4/13/22 4:40,52.8,5.777777778,42.4,,,,
330,4/13/22 4:50,52.8,5.75,42.35,,,,
331,4/13/22 5:00,52.8,5.761111111,42.37,,,,
332,4/13/22 5:10,52.8,5.738888889,42.33,,,,
333,4/13/22 5:20,52.8,5.738888889,42.33,,,,
334,4/13/22 5:30,52.8,5.75,42.35,,,,
335,4/13/22 5:40,52.8,5.727777778,42.31,,,,
336,4/13/22 5:50,52.8,5.711111111,42.28,,,,
337,4/13/22 6:00,52.8,5.711111111,42.28,,,,
338,4/13/22 6:10,52.8,5.7,42.26,,,,
339,4/13/22 6:20,52.8,5.688888889,42.24,,,,
340,4/13/22 6:30,52.4,5.672222222,42.21,,,,
341,4/13/22 6:40,52.4,5.638888889,42.15,,,,
342,4/13/22 6:50,52.8,5.622222222,42.12,,,,
343,4/13/22 7:00,52.4,5.611111111,42.1,,,,
344,4/13/22 7:10,52.4,5.6,42.08,,,,
345,4/13/22 7:20,52.1,5.572222222,42.03,,,,
346,4/13/22 7:30,52.4,5.572222222,42.03,,,,
347,4/13/22 7:40,52.8,5.572222222,42.03,,,,
348,4/13/22 7:50,52.5,5.55,41.99,,,,
349,4/13/22 8:00,52.5,5.561111111,42.01,,,,
350,4/13/22 8:10,52.5,5.527777778,41.95,,,,
351,4/13/22 8:20,52.1,5.522222222,41.94,,,,
352,4/13/22 8:30,52.1,5.477777778,41.86,,,,
353,4/13/22 8:40,52.1,5.5,41.9,,,,
354,4/13/22 8:50,52.1,5.5,41.9,,,,
355,4/13/22 9:00,52.1,5.472222222,41.85,,,,
356,4/13/22 9:10,52.1,5.477777778,41.86,,,,
357,4/13/22 9:20,52.1,5.461111111,41.83,,,,
358,4/13/22 9:30,52.1,5.461111111,41.83,,,,
359,4/13/22 9:40,52.1,5.461111111,41.83,,,,
360,4/13/22 9:50,52.1,5.427777778,41.77,,,,
361,4/13/22 10:00,52.1,5.427777778,41.77,,,,
362,4/13/22 10:10,51.7,5.427777778,41.77,,,,
363,4/13/22 10:20,52.1,5.427777778,41.77,,,,
364,4/13/22 10:30,52.1,5.427777778,41.77,,,,
365,4/13/22 10:40,52.1,5.461111111,41.83,,,,
366,4/13/22 10:50,52.1,5.461111111,41.83,,,,
367,4/13/22 11:00,52.1,5.461111111,41.83,,,,
368,4/13/22 11:10,52.1,5.472222222,41.85,,,,
369,4/13/22 11:20,52.1,5.461111111,41.83,,,,
370,4/13/22 11:30,52.5,5.438888889,41.79,,,,
371,4/13/22 11:40,52.5,5.427777778,41.77,,,,
372,4/13/22 11:50,52.5,5.427777778,41.77,,,,
373,4/13/22 12:00,52.5,5.422222222,41.76,,,,
374,4/13/22 12:10,52.8,5.422222222,41.76,,,,
375,4/13/22 12:20,52.5,5.422222222,41.76,,,,
376,4/13/22 12:30,52.8,5.427777778,41.77,,,,
377,4/13/22 12:40,52.8,5.422222222,41.76,,,,
378,4/13/22 12:50,52.8,5.422222222,41.76,,,,
379,4/13/22 13:00,52.8,5.422222222,41.76,,,,
380,4/13/22 13:10,52.8,5.388888889,41.7,,,,
381,4/13/22 13:20,52.8,5.422222222,41.76,,,,
382,4/13/22 13:30,52.8,5.427777778,41.77,,,,
383,4/13/22 13:40,53.6,5.427777778,41.77,,,,
384,4/13/22 13:50,53.2,5.411111111,41.74,,,,
385,4/13/22 14:00,53.2,5.411111111,41.74,,,,
386,4/13/22 14:10,53.2,5.411111111,41.74,,,,
387,4/13/22 14:20,53.2,5.438888889,41.79,,,,
388,4/13/22 14:30,53.6,5.438888889,41.79,,,,
389,4/13/22 14:40,53.6,5.477777778,41.86,,,,
390,4/13/22 14:50,54,5.511111111,41.92,,,,
391,4/13/22 15:00,54,5.511111111,41.92,,,,
392,4/13/22 15:10,54.4,5.527777778,41.95,,,,
393,4/13/22 15:20,54,5.522222222,41.94,,,,
394,4/13/22 15:30,54,5.522222222,41.94,,,,
395,4/13/22 15:40,54.4,5.527777778,41.95,,,,
396,4/13/22 15:50,54,5.55,41.99,,,,
397,4/13/22 16:00,54,5.561111111,42.01,,,,
398,4/13/22 16:10,54,5.55,41.99,,,,
399,4/13/22 16:20,54.4,5.527777778,41.95,,,,
400,4/13/22 16:30,54,5.561111111,42.01,,,,
401,4/13/22 16:40,54,5.55,41.99,,,,
402,4/13/22 16:50,54,5.55,41.99,,,,
403,4/13/22 17:00,54.4,5.561111111,42.01,,,,
404,4/13/22 17:10,54.4,5.588888889,42.06,,,,
405,4/13/22 17:20,54.4,5.622222222,42.12,,,,
406,4/13/22 17:30,54.4,5.622222222,42.12,,,,
407,4/13/22 17:40,54.4,5.638888889,42.15,,,,
408,4/13/22 17:50,54.4,5.611111111,42.1,,,,
409,4/13/22 18:00,54.4,5.638888889,42.15,,,,
410,4/13/22 18:10,54.4,5.672222222,42.21,,,,
411,4/13/22 18:20,54.4,5.661111111,42.19,,,,
412,4/13/22 18:30,54.4,5.672222222,42.21,,,,
413,4/13/22 18:40,54.4,5.672222222,42.21,,,,
414,4/13/22 18:50,54.4,5.65,42.17,,,,
415,4/13/22 19:00,54.4,5.672222222,42.21,,,,
416,4/13/22 19:10,54.4,5.661111111,42.19,,,,
417,4/13/22 19:20,54.4,5.672222222,42.21,,,,
418,4/13/22 19:30,54.4,5.661111111,42.19,,,,
419,4/13/22 19:40,54.4,5.65,42.17,,,,
420,4/13/22 19:50,54.4,5.65,42.17,,,,
421,4/13/22 20:00,54.4,5.661111111,42.19,,,,
422,4/13/22 20:10,54.4,5.661111111,42.19,,,,
423,4/13/22 20:20,54.4,5.65,42.17,,,,
424,4/13/22 20:30,54.4,5.65,42.17,,,,
425,4/13/22 20:40,54.4,5.661111111,42.19,,,,
426,4/13/22 20:50,54.4,5.65,42.17,,,,
427,4/13/22 21:00,54.8,5.65,42.17,,,,
428,4/13/22 21:10,54.4,5.661111111,42.19,,,,
429,4/13/22 21:20,54.4,5.661111111,42.19,,,,
430,4/13/22 21:30,54.4,5.638888889,42.15,,,,
431,4/13/22 21:40,54.4,5.65,42.17,,,,
432,4/13/22 21:50,54.4,5.638888889,42.15,,,,
433,4/13/22 22:00,54.8,5.661111111,42.19,,,,
434,4/13/22 22:10,54.4,5.661111111,42.19,,,,
435,4/13/22 22:20,54.4,5.661111111,42.19,,,,
436,4/13/22 22:30,54.8,5.661111111,42.19,,,,
437,4/13/22 22:40,54.4,5.65,42.17,,,,
438,4/13/22 22:50,54.4,5.638888889,42.15,,,,
439,4/13/22 23:00,54.4,5.65,42.17,,,,
440,4/13/22 23:10,54.4,5.672222222,42.21,,,,
441,4/13/22 23:20,55.1,5.688888889,42.24,,,,
442,4/13/22 23:30,55.1,5.661111111,42.19,,,,
443,4/13/22 23:40,55.1,5.672222222,42.21,,,,
444,4/13/22 23:50,55.1,5.672222222,42.21,,,,
445,4/14/22 0:00,55.1,5.672222222,42.21,,,,
446,4/14/22 0:10,55.1,5.672222222,42.21,,,,
447,4/14/22 0:20,55.1,5.688888889,42.24,,,,
448,4/14/22 0:30,55.1,5.7,42.26,,,,
449,4/14/22 0:40,54.8,5.688888889,42.24,,,,
450,4/14/22 0:50,55.1,5.672222222,42.21,,,,
451,4/14/22 1:00,55.1,5.7,42.26,,,,
452,4/14/22 1:10,55.1,5.672222222,42.21,,,,
453,4/14/22 1:20,55.1,5.65,42.17,,,,
454,4/14/22 1:30,55.1,5.638888889,42.15,,,,
455,4/14/22 1:40,55.1,5.611111111,42.1,,,,
456,4/14/22 1:50,54.4,5.6,42.08,,,,
457,4/14/22 2:00,54.8,5.561111111,42.01,,,,
458,4/14/22 2:10,54.8,5.522222222,41.94,,,,
459,4/14/22 2:20,54.8,5.511111111,41.92,,,,
460,4/14/22 2:30,54.8,5.5,41.9,,,,
461,4/14/22 2:40,54.4,5.461111111,41.83,,,,
