Plot Title: 10778334,,,,,,,
#,"Date Time, GMT-06:00","Full Range, μS/cm (LGR S/N: 10778334, SEN S/N: 10778334)","Temp, °C (LGR S/N: 10778334, SEN S/N: 10778334)",Coupler Detached (LGR S/N: 10778334),Coupler Attached (LGR S/N: 10778334),Host Connected (LGR S/N: 10778334),End Of File (LGR S/N: 10778334)
198,4/12/22 6:50,2.3,0.28,,,,
199,4/12/22 7:00,0.8,0.17,,,,
200,4/12/22 7:10,0.8,0.09,,,,
201,4/12/22 7:20,0.8,0.02,,,,
202,4/12/22 7:30,2.3,-0.1,,,,
203,4/12/22 7:40,0.8,-0.18,,,,
204,4/12/22 7:50,0.8,-0.23,,,,
205,4/12/22 8:00,2.3,-0.28,,,,
206,4/12/22 8:10,2.3,-0.34,,,,
207,4/12/22 8:20,0.8,-0.42,,,,
208,4/12/22 8:30,0.8,-0.42,,,,
209,4/12/22 8:40,0.8,-0.45,,,,
210,4/12/22 8:50,0.8,-0.47,,,,
211,4/12/22 9:00,2.3,-0.52,,,,
212,4/12/22 9:10,2.3,-0.56,,,,
213,4/12/22 9:20,2.3,-0.55,,,,
214,4/12/22 9:30,2.3,-0.56,,,,
215,4/12/22 9:40,2.3,-0.58,,,,
216,4/12/22 9:50,0.8,-0.56,,,,
217,4/12/22 10:00,2.3,-0.54,,,,
218,4/12/22 10:10,0.8,-0.52,,,,
219,4/12/22 10:20,2.3,-0.52,,,,
220,4/12/22 10:30,2.3,-0.51,,,,
221,4/12/22 10:40,21.1,-0.52,,,,
222,4/12/22 10:50,2.3,-0.5,,,,
223,4/12/22 11:00,21.1,-0.47,,,,
224,4/12/22 11:10,2.3,-0.4,,,,
225,4/12/22 11:20,8.8,-0.38,,,,
226,4/12/22 11:30,2.3,-0.28,,,,
227,4/12/22 11:40,2.3,-0.15,,,,
228,4/12/22 11:50,2.3,-0.09,,,,
229,4/12/22 12:00,2.3,-0.1,,,,
230,4/12/22 12:10,21.1,-0.16,,,,
231,4/12/22 12:20,8.8,-0.19,,,,
232,4/12/22 12:30,21.1,-0.21,,,,
233,4/12/22 12:40,21.1,-0.25,,,,
234,4/12/22 12:50,8.8,-0.29,,,,
235,4/12/22 13:00,21.1,-0.29,,,,
236,4/12/22 13:10,2.3,-0.33,,,,
237,4/12/22 13:20,2.3,-0.33,,,,
238,4/12/22 13:30,1.1,-0.37,,,,
239,4/12/22 13:40,2.3,-0.34,,,,
240,4/12/22 13:50,8.8,-0.4,,,,
241,4/12/22 14:00,21.1,-0.42,,,,
242,4/12/22 14:10,2.3,-0.43,,,,
243,4/12/22 14:20,1.1,-0.46,,,,
244,4/12/22 14:30,2.3,-0.49,,,,
245,4/12/22 14:40,21.1,-0.49,,,,
246,4/12/22 14:50,2.3,-0.5,,,,
247,4/12/22 15:00,2.3,-0.51,,,,
248,4/12/22 15:10,21.1,-0.55,,,,
249,4/12/22 15:20,21.1,-0.59,,,,
250,4/12/22 15:30,21.1,-0.67,,,,
251,4/12/22 15:40,21.1,-0.73,,,,
252,4/12/22 15:50,8.8,-0.78,,,,
253,4/12/22 16:00,8.8,-0.82,,,,
254,4/12/22 16:10,21.1,-0.86,,,,
255,4/12/22 16:20,8.8,-0.94,,,,
256,4/12/22 16:30,2.3,-0.94,,,,
257,4/12/22 16:40,21.1,-0.98,,,,
258,4/12/22 16:50,8.8,-0.92,,,,
259,4/12/22 17:00,21.1,-0.87,,,,
260,4/12/22 17:10,21.1,-0.81,,,,
261,4/12/22 17:20,8.8,-0.86,,,,
262,4/12/22 17:30,2.3,-0.77,,,,
263,4/12/22 17:40,8.8,-0.8,,,,
264,4/12/22 17:50,2.3,-0.82,,,,
265,4/12/22 18:00,1.1,-0.82,,,,
266,4/12/22 18:10,8.8,-0.86,,,,
267,4/12/22 18:20,2.3,-0.83,,,,
268,4/12/22 18:30,1.1,-0.83,,,,
269,4/12/22 18:40,8.8,-0.83,,,,
270,4/12/22 18:50,21.1,-0.85,,,,
271,4/12/22 19:00,8.8,-0.87,,,,
272,4/12/22 19:10,8.8,-0.9,,,,
273,4/12/22 19:20,21.1,-0.86,,,,
274,4/12/22 19:30,8.8,-0.85,,,,
275,4/12/22 19:40,0.8,-0.82,,,,
276,4/12/22 19:50,2.3,-0.86,,,,
277,4/12/22 20:00,2.3,-0.86,,,,
278,4/12/22 20:10,2.3,-0.87,,,,
279,4/12/22 20:20,2.3,-0.9,,,,
280,4/12/22 20:30,21.1,-0.94,,,,
281,4/12/22 20:40,8.8,-0.96,,,,
282,4/12/22 20:50,21.1,-1,,,,
283,4/12/22 21:00,2.3,-0.96,,,,
284,4/12/22 21:10,0.8,-0.98,,,,
285,4/12/22 21:20,21.1,-0.99,,,,
286,4/12/22 21:30,2.3,-0.94,,,,
287,4/12/22 21:40,2.3,-0.92,,,,
288,4/12/22 21:50,2.3,-0.95,,,,
289,4/12/22 22:00,0.8,-0.94,,,,
290,4/12/22 22:10,2.3,-1,,,,
291,4/12/22 22:20,0.8,-0.99,,,,
292,4/12/22 22:30,2.3,-1,,,,
293,4/12/22 22:40,2.3,-1.03,,,,
294,4/12/22 22:50,0.8,-1.03,,,,
295,4/12/22 23:00,2.3,-1.09,,,,
296,4/12/22 23:10,2.3,-1.13,,,,
297,4/12/22 23:20,2.3,-1.2,,,,
298,4/12/22 23:30,8.8,-1.25,,,,
299,4/12/22 23:40,2.3,-1.3,,,,
300,4/12/22 23:50,21.1,-1.36,,,,
301,4/13/22 0:00,2.3,-1.39,,,,
302,4/13/22 0:10,1.1,-1.47,,,,
303,4/13/22 0:20,2.3,-1.52,,,,
304,4/13/22 0:30,2.3,-1.56,,,,
305,4/13/22 0:40,2.3,-1.65,,,,
306,4/13/22 0:50,2.3,-1.74,,,,
307,4/13/22 1:00,2.3,-1.87,,,,
308,4/13/22 1:10,21.1,-2.01,,,,
309,4/13/22 1:20,2.3,-2.1,,,,
310,4/13/22 1:30,2.3,-2.16,,,,
311,4/13/22 1:40,2.3,-2.16,,,,
312,4/13/22 1:50,2.3,-2.2,,,,
313,4/13/22 2:00,2.3,-2.25,,,,
314,4/13/22 2:10,2.3,-2.32,,,,
315,4/13/22 2:20,2.3,-2.33,,,,
316,4/13/22 2:30,2.3,-2.38,,,,
317,4/13/22 2:40,2.3,-2.43,,,,
318,4/13/22 2:50,2.3,-2.5,,,,
319,4/13/22 3:00,2.3,-2.58,,,,
320,4/13/22 3:10,21.1,-2.67,,,,
321,4/13/22 3:20,21.2,-2.69,,,,
322,4/13/22 3:30,0.8,-2.71,,,,
323,4/13/22 3:40,2.3,-2.74,,,,
324,4/13/22 3:50,21.2,-2.77,,,,
325,4/13/22 4:00,2.3,-2.78,,,,
326,4/13/22 4:10,21.2,-2.85,,,,
327,4/13/22 4:20,21.2,-2.89,,,,
328,4/13/22 4:30,2.3,-2.91,,,,
329,4/13/22 4:40,2.3,-2.94,,,,
330,4/13/22 4:50,2.3,-2.96,,,,
331,4/13/22 5:00,2.3,-2.99,,,,
332,4/13/22 5:10,2.3,-3.05,,,,
333,4/13/22 5:20,2.3,-3.09,,,,
334,4/13/22 5:30,8.8,-3.17,,,,
335,4/13/22 5:40,21.2,-3.21,,,,
336,4/13/22 5:50,21.2,-3.26,,,,
337,4/13/22 6:00,2.3,-3.3,,,,
338,4/13/22 6:10,1.1,-3.31,,,,
339,4/13/22 6:20,2.3,-3.38,,,,
340,4/13/22 6:30,2.3,-3.42,,,,
341,4/13/22 6:40,21.2,-3.45,,,,
342,4/13/22 6:50,2.3,-3.51,,,,
343,4/13/22 7:00,2.3,-3.54,,,,
344,4/13/22 7:10,2.3,-3.58,,,,
345,4/13/22 7:20,2.3,-3.6,,,,
346,4/13/22 7:30,2.3,-3.63,,,,
347,4/13/22 7:40,2.3,-3.63,,,,
348,4/13/22 7:50,2.3,-3.63,,,,
349,4/13/22 8:00,2.3,-3.63,,,,
350,4/13/22 8:10,2.3,-3.63,,,,
351,4/13/22 8:20,2.3,-3.61,,,,
352,4/13/22 8:30,2.3,-3.62,,,,
353,4/13/22 8:40,2.3,-3.63,,,,
354,4/13/22 8:50,2.3,-3.66,,,,
355,4/13/22 9:00,2.3,-3.63,,,,
356,4/13/22 9:10,2.3,-3.65,,,,
357,4/13/22 9:20,2.3,-3.65,,,,
358,4/13/22 9:30,2.3,-3.63,,,,
359,4/13/22 9:40,8.8,-3.61,,,,
360,4/13/22 9:50,0.8,-3.57,,,,
361,4/13/22 10:00,2.3,-3.54,,,,
362,4/13/22 10:10,2.3,-3.51,,,,
363,4/13/22 10:20,2.3,-3.44,,,,
364,4/13/22 10:30,2.3,-3.38,,,,
365,4/13/22 10:40,2.3,-3.33,,,,
366,4/13/22 10:50,1.1,-3.25,,,,
367,4/13/22 11:00,21.2,-3.2,,,,
368,4/13/22 11:10,2.3,-3.16,,,,
369,4/13/22 11:20,2.3,-3.11,,,,
370,4/13/22 11:30,2.3,-3.12,,,,
371,4/13/22 11:40,21.2,-3.13,,,,
372,4/13/22 11:50,21.2,-3.12,,,,
373,4/13/22 12:00,1.1,-3.08,,,,
374,4/13/22 12:10,1.1,-3.09,,,,
375,4/13/22 12:20,21.2,-3.11,,,,
376,4/13/22 12:30,1.1,-3.13,,,,
377,4/13/22 12:40,21.2,-3.13,,,,
378,4/13/22 12:50,8.8,-3.14,,,,
379,4/13/22 13:00,2.3,-3.07,,,,
380,4/13/22 13:10,2.3,-3.03,,,,
381,4/13/22 13:20,21.2,-3.03,,,,
382,4/13/22 13:30,2.3,-2.99,,,,
383,4/13/22 13:40,21.2,-3.02,,,,
384,4/13/22 13:50,8.8,-3.03,,,,
385,4/13/22 14:00,2.3,-3.03,,,,
386,4/13/22 14:10,1.1,-3.04,,,,
387,4/13/22 14:20,2.3,-3,,,,
388,4/13/22 14:30,2.3,-2.96,,,,
389,4/13/22 14:40,8.8,-2.95,,,,
390,4/13/22 14:50,2.3,-2.96,,,,
391,4/13/22 15:00,2.3,-2.92,,,,
392,4/13/22 15:10,2.3,-2.9,,,,
393,4/13/22 15:20,2.3,-2.87,,,,
394,4/13/22 15:30,8.8,-2.82,,,,
395,4/13/22 15:40,8.8,-2.82,,,,
396,4/13/22 15:50,2.3,-2.78,,,,
397,4/13/22 16:00,2.3,-2.78,,,,
398,4/13/22 16:10,2.3,-2.78,,,,
399,4/13/22 16:20,2.3,-2.81,,,,
400,4/13/22 16:30,2.3,-2.85,,,,
401,4/13/22 16:40,2.3,-2.91,,,,
402,4/13/22 16:50,2.3,-2.92,,,,
403,4/13/22 17:00,2.3,-2.95,,,,
404,4/13/22 17:10,2.3,-2.98,,,,
405,4/13/22 17:20,2.3,-3,,,,
406,4/13/22 17:30,2.3,-2.99,,,,
407,4/13/22 17:40,2.3,-2.99,,,,
408,4/13/22 17:50,2.3,-2.96,,,,
409,4/13/22 18:00,21.2,-2.98,,,,
410,4/13/22 18:10,2.3,-2.96,,,,
411,4/13/22 18:20,2.3,-2.96,,,,
412,4/13/22 18:30,2.3,-2.95,,,,
413,4/13/22 18:40,2.3,-2.95,,,,
414,4/13/22 18:50,0.8,-2.98,,,,
415,4/13/22 19:00,2.3,-3,,,,
416,4/13/22 19:10,8.8,-3.04,,,,
417,4/13/22 19:20,2.3,-3.08,,,,
418,4/13/22 19:30,2.3,-3.11,,,,
419,4/13/22 19:40,2.3,-3.11,,,,
420,4/13/22 19:50,21.2,-3.08,,,,
421,4/13/22 20:00,2.3,-3.07,,,,
422,4/13/22 20:10,2.3,-3.08,,,,
423,4/13/22 20:20,2.3,-3.07,,,,
424,4/13/22 20:30,0.8,-3.03,,,,
425,4/13/22 20:40,2.3,-3.03,,,,
426,4/13/22 20:50,2.3,-3,,,,
427,4/13/22 21:00,0.8,-2.96,,,,
428,4/13/22 21:10,2.3,-2.98,,,,
429,4/13/22 21:20,0.8,-2.96,,,,
430,4/13/22 21:30,2.3,-2.96,,,,
431,4/13/22 21:40,2.3,-2.95,,,,
432,4/13/22 21:50,2.3,-2.95,,,,
433,4/13/22 22:00,0.8,-2.94,,,,
434,4/13/22 22:10,2.3,-2.92,,,,
435,4/13/22 22:20,2.3,-2.94,,,,
436,4/13/22 22:30,0.8,-2.94,,,,
437,4/13/22 22:40,2.3,-2.94,,,,
438,4/13/22 22:50,0.8,-2.94,,,,
439,4/13/22 23:00,2.3,-2.92,,,,
440,4/13/22 23:10,0.8,-2.94,,,,
441,4/13/22 23:20,2.3,-2.91,,,,
442,4/13/22 23:30,0.8,-2.9,,,,
443,4/13/22 23:40,0.4,-2.91,,,,
444,4/13/22 23:50,0.8,-2.91,,,,
445,4/14/22 0:00,0.8,-2.92,,,,
446,4/14/22 0:10,2.3,-2.94,,,,
447,4/14/22 0:20,0.8,-2.94,,,,
448,4/14/22 0:30,0.8,-2.94,,,,
449,4/14/22 0:40,2.3,-2.95,,,,
450,4/14/22 0:50,0.8,-2.95,,,,
451,4/14/22 1:00,0.8,-2.92,,,,
452,4/14/22 1:10,0.8,-2.94,,,,
453,4/14/22 1:20,0.8,-2.92,,,,
454,4/14/22 1:30,0.8,-2.94,,,,
455,4/14/22 1:40,0.8,-2.92,,,,
456,4/14/22 1:50,2.3,-2.94,,,,
457,4/14/22 2:00,3.1,-2.96,,,,
458,4/14/22 2:10,0.8,-2.98,,,,
459,4/14/22 2:20,0.8,-3.04,,,,
460,4/14/22 2:30,2.3,-3.11,,,,
461,4/14/22 2:40,0.8,-3.12,,,,
462,4/14/22 2:50,0.8,-3.18,,,,
463,4/14/22 3:00,0.8,-3.22,,,,
464,4/14/22 3:10,0.8,-3.26,,,,
465,4/14/22 3:20,0.8,-3.27,,,,
466,4/14/22 3:30,2.3,-3.27,,,,
467,4/14/22 3:40,0.8,-3.29,,,,
468,4/14/22 3:50,0.8,-3.27,,,,
469,4/14/22 4:00,0.8,-3.26,,,,
470,4/14/22 4:10,0.8,-3.23,,,,
471,4/14/22 4:20,1.5,-3.23,,,,
472,4/14/22 4:30,0.8,-3.21,,,,
473,4/14/22 4:40,0.8,-3.18,,,,
474,4/14/22 4:50,0.8,-3.17,,,,
475,4/14/22 5:00,0.8,-3.16,,,,
476,4/14/22 5:10,0.8,-3.12,,,,
477,4/14/22 5:20,2.3,-3.12,,,,
478,4/14/22 5:30,1.9,-3.09,,,,
479,4/14/22 5:40,0.8,-3.07,,,,
480,4/14/22 5:50,0.8,-3.05,,,,
481,4/14/22 6:00,2.3,-3.03,,,,
482,4/14/22 6:10,0.8,-3.03,,,,
483,4/14/22 6:20,0.8,-3,,,,
484,4/14/22 6:30,0.8,-2.98,,,,
485,4/14/22 6:40,0.8,-2.96,,,,
486,4/14/22 6:50,0.8,-2.96,,,,
487,4/14/22 7:00,0.8,-2.95,,,,
488,4/14/22 7:10,0.8,-2.94,,,,
489,4/14/22 7:20,0.8,-2.94,,,,
490,4/14/22 7:30,0.8,-2.91,,,,
491,4/14/22 7:40,0.8,-2.86,,,,
492,4/14/22 7:50,0.8,-2.83,,,,
493,4/14/22 8:00,0.8,-2.8,,,,
494,4/14/22 8:10,0.8,-2.74,,,,
495,4/14/22 8:20,0.8,-2.71,,,,
496,4/14/22 8:30,0.8,-2.64,,,,
497,4/14/22 8:40,0.8,-2.6,,,,
498,4/14/22 8:50,0.8,-2.54,,,,
499,4/14/22 9:00,0.8,-2.5,,,,
500,4/14/22 9:10,1.5,-2.41,,,,
501,4/14/22 9:20,0.8,-2.36,,,,
502,4/14/22 9:30,1.5,-2.28,,,,
503,4/14/22 9:40,0.8,-2.2,,,,
504,4/14/22 9:50,0.8,-2.11,,,,
505,4/14/22 10:00,0.8,-2.01,,,,
506,4/14/22 10:10,1.5,-1.89,,,,
507,4/14/22 10:20,0.8,-1.79,,,,
508,4/14/22 10:30,0.8,-1.71,,,,
509,4/14/22 10:40,0.8,-1.62,,,,
510,4/14/22 10:50,0.8,-1.51,,,,
511,4/14/22 11:00,1.5,-1.4,,,,
512,4/14/22 11:10,1.5,-1.27,,,,
513,4/14/22 11:20,0.8,-1.16,,,,
514,4/14/22 11:30,1.5,-1,,,,
515,4/14/22 11:40,0.8,-0.9,,,,
516,4/14/22 11:50,0.8,-0.8,,,,
517,4/14/22 12:00,0.8,-0.73,,,,
518,4/14/22 12:10,0.8,-0.68,,,,
519,4/14/22 12:20,2.3,-0.65,,,,
520,4/14/22 12:30,0.8,-0.61,,,,
521,4/14/22 12:40,0.8,-0.59,,,,
522,4/14/22 12:50,0.8,-0.56,,,,
523,4/14/22 13:00,0.8,-0.52,,,,
524,4/14/22 13:10,1.9,-0.51,,,,
525,4/14/22 13:20,0.8,-0.47,,,,
526,4/14/22 13:30,0.8,-0.45,,,,
527,4/14/22 13:40,0.8,-0.43,,,,
528,4/14/22 13:50,0.8,-0.4,,,,
529,4/14/22 14:00,0.8,-0.37,,,,
530,4/14/22 14:10,0.8,-0.36,,,,
531,4/14/22 14:20,0.8,-0.32,,,,
532,4/14/22 14:30,0.8,-0.29,,,,
533,4/14/22 14:40,0.8,-0.28,,,,
534,4/14/22 14:50,2.3,-0.27,,,,
535,4/14/22 15:00,0.8,-0.25,,,,
536,4/14/22 15:10,0.8,-0.24,,,,
537,4/14/22 15:20,0.8,-0.21,,,,
538,4/14/22 15:30,0.8,-0.2,,,,
539,4/14/22 15:40,0.8,-0.2,,,,
540,4/14/22 15:50,0.8,-0.19,,,,
541,4/14/22 16:00,1.9,-0.19,,,,
542,4/14/22 16:10,0.8,-0.19,,,,
543,4/14/22 16:20,0.8,-0.18,,,,
544,4/14/22 16:30,0.8,-0.18,,,,
545,4/14/22 16:40,0.8,-0.16,,,,
546,4/14/22 16:50,0.8,-0.15,,,,
547,4/14/22 17:00,0.8,-0.14,,,,
548,4/14/22 17:10,1.9,-0.14,,,,
549,4/14/22 17:20,2.3,-0.12,,,,
550,4/14/22 17:30,0.8,-0.14,,,,
551,4/14/22 17:40,0.8,-0.12,,,,
552,4/14/22 17:50,0.8,-0.14,,,,
553,4/14/22 18:00,0.8,-0.15,,,,
554,4/14/22 18:10,0.8,-0.16,,,,
555,4/14/22 18:20,0.8,-0.16,,,,
556,4/14/22 18:30,0.8,-0.16,,,,
