Plot Title: 21135139,,,,,,,
#,"Date Time, GMT-06:00","Full Range, μS/cm (LGR S/N: 21135139, SEN S/N: 21135139)","Temp, °C (LGR S/N: 21135139, SEN S/N: 21135139)",Coupler Detached (LGR S/N: 21135139),Coupler Attached (LGR S/N: 21135139),Host Connected (LGR S/N: 21135139),End Of File (LGR S/N: 21135139)
83,4/11/22 11:40,1.9,7.15,,,,
84,4/11/22 11:50,1.9,7.74,,,,
85,4/11/22 12:00,1.9,8.66,,,,
86,4/11/22 12:10,1.9,9.41,,,,
87,4/11/22 12:20,-0.4,10.03,,,,
88,4/11/22 12:30,1.9,10.51,,,,
89,4/11/22 12:40,1.9,10.97,,,,
90,4/11/22 12:50,1.9,11.41,,,,
91,4/11/22 13:00,12.6,11.84,,,,
92,4/11/22 13:10,1.9,12.27,,,,
93,4/11/22 13:20,12.6,12.69,,,,
94,4/11/22 13:30,1.9,13.07,,,,
95,4/11/22 13:40,1.9,13.89,,,,
96,4/11/22 13:50,2.6,14.3,,,,
97,4/11/22 14:00,1.8,14.34,,,,
98,4/11/22 14:10,1.9,13.67,,,,
99,4/11/22 14:20,12.6,11.8,,,,
100,4/11/22 14:30,1.9,10.24,,,,
101,4/11/22 14:40,-0.4,9.39,,,,
102,4/11/22 14:50,1.9,8.87,,,,
103,4/11/22 15:00,1.9,8.52,,,,
104,4/11/22 15:10,12.7,8.31,,,,
105,4/11/22 15:20,12.7,8.18,,,,
106,4/11/22 15:30,12.7,8.13,,,,
107,4/11/22 15:40,1.9,8.08,,,,
108,4/11/22 15:50,1.9,8.06,,,,
109,4/11/22 16:00,1.9,8.04,,,,
110,4/11/22 16:10,12.7,8.02,,,,
111,4/11/22 16:20,1.9,7.99,,,,
112,4/11/22 16:30,12.7,7.99,,,,
113,4/11/22 16:40,12.7,7.99,,,,
114,4/11/22 16:50,12.7,8,,,,
115,4/11/22 17:00,1.9,8.02,,,,
116,4/11/22 17:10,1.9,8.03,,,,
117,4/11/22 17:20,12.7,8.02,,,,
118,4/11/22 17:30,1.9,8.02,,,,
119,4/11/22 17:40,1.9,8.02,,,,
120,4/11/22 17:50,12.7,8.04,,,,
121,4/11/22 18:00,12.7,8.04,,,,
122,4/11/22 18:10,12.7,8.03,,,,
123,4/11/22 18:20,1.9,8.04,,,,
124,4/11/22 18:30,12.7,8.06,,,,
125,4/11/22 18:40,12.7,8.06,,,,
126,4/11/22 18:50,1.9,8.07,,,,
127,4/11/22 19:00,12.7,8.07,,,,
128,4/11/22 19:10,12.7,8.06,,,,
129,4/11/22 19:20,12.7,8.07,,,,
130,4/11/22 19:30,12.7,8.07,,,,
131,4/11/22 19:40,12.7,8.07,,,,
132,4/11/22 19:50,12.7,8.08,,,,
133,4/11/22 20:00,12.7,8.08,,,,
134,4/11/22 20:10,12.7,8.07,,,,
135,4/11/22 20:20,12.7,8.07,,,,
136,4/11/22 20:30,12.7,8.07,,,,
137,4/11/22 20:40,12.7,8.07,,,,
138,4/11/22 20:50,12.7,8.08,,,,
139,4/11/22 21:00,12.7,8.08,,,,
140,4/11/22 21:10,8.8,8.09,,,,
141,4/11/22 21:20,12.7,8.09,,,,
142,4/11/22 21:30,12.7,8.09,,,,
143,4/11/22 21:40,946.8,7.9,,,,
144,4/11/22 21:50,538.3,7.9,,,,
145,4/11/22 22:00,368.8,7.89,,,,
146,4/11/22 22:10,281.2,7.9,,,,
147,4/11/22 22:20,227.2,7.9,,,,
148,4/11/22 22:30,193.2,7.9,,,,
149,4/11/22 22:40,169.8,7.89,,,,
150,4/11/22 22:50,152.5,7.89,,,,
151,4/11/22 23:00,138.7,7.89,,,,
152,4/11/22 23:10,127.6,7.89,,,,
153,4/11/22 23:20,118.4,7.9,,,,
154,4/11/22 23:30,111.1,7.9,,,,
155,4/11/22 23:40,104.6,7.9,,,,
156,4/11/22 23:50,99.2,7.91,,,,
157,4/12/22 0:00,94.2,7.91,,,,
158,4/12/22 0:10,90,7.91,,,,
159,4/12/22 0:20,85.8,7.91,,,,
160,4/12/22 0:30,82.7,7.91,,,,
161,4/12/22 0:40,79.2,7.9,,,,
162,4/12/22 0:50,76.9,7.9,,,,
163,4/12/22 1:00,74.2,7.9,,,,
164,4/12/22 1:10,72.3,7.9,,,,
165,4/12/22 1:20,70,7.9,,,,
166,4/12/22 1:30,68.8,7.9,,,,
167,4/12/22 1:40,67.3,7.9,,,,
168,4/12/22 1:50,65.8,7.9,,,,
169,4/12/22 2:00,64.2,7.9,,,,
170,4/12/22 2:10,63.1,7.9,,,,
171,4/12/22 2:20,62.3,7.89,,,,
172,4/12/22 2:30,61.2,7.9,,,,
173,4/12/22 2:40,60.8,7.91,,,,
174,4/12/22 2:50,59.6,7.89,,,,
175,4/12/22 3:00,58.9,7.9,,,,
176,4/12/22 3:10,58.5,7.91,,,,
177,4/12/22 3:20,58.1,7.9,,,,
178,4/12/22 3:30,57.3,7.9,,,,
179,4/12/22 3:40,56.9,7.9,,,,
180,4/12/22 3:50,56.5,7.89,,,,
181,4/12/22 4:00,55.8,7.89,,,,
182,4/12/22 4:10,55.8,7.9,,,,
183,4/12/22 4:20,55.8,7.9,,,,
184,4/12/22 4:30,55.4,7.9,,,,
185,4/12/22 4:40,55,7.89,,,,
186,4/12/22 4:50,54.6,7.89,,,,
187,4/12/22 5:00,54.2,7.89,,,,
188,4/12/22 5:10,54.2,7.88,,,,
189,4/12/22 5:20,54.2,7.86,,,,
190,4/12/22 5:30,54.2,7.85,,,,
191,4/12/22 5:40,53.9,7.84,,,,
192,4/12/22 5:50,53.9,7.82,,,,
193,4/12/22 6:00,53.9,7.81,,,,
194,4/12/22 6:10,54.2,7.8,,,,
195,4/12/22 6:20,53.9,7.76,,,,
196,4/12/22 6:30,54.2,7.75,,,,
197,4/12/22 6:40,53.9,7.71,,,,
198,4/12/22 6:50,53.9,7.68,,,,
199,4/12/22 7:00,53.9,7.66,,,,
200,4/12/22 7:10,53.9,7.63,,,,
201,4/12/22 7:20,53.9,7.59,,,,
202,4/12/22 7:30,53.9,7.57,,,,
203,4/12/22 7:40,53.9,7.54,,,,
204,4/12/22 7:50,53.9,7.52,,,,
205,4/12/22 8:00,53.5,7.47,,,,
206,4/12/22 8:10,53.5,7.45,,,,
207,4/12/22 8:20,53.5,7.42,,,,
208,4/12/22 8:30,53.5,7.39,,,,
209,4/12/22 8:40,53.5,7.38,,,,
210,4/12/22 8:50,53.5,7.34,,,,
211,4/12/22 9:00,53.5,7.31,,,,
212,4/12/22 9:10,53.5,7.29,,,,
213,4/12/22 9:20,53.1,7.26,,,,
214,4/12/22 9:30,53.1,7.24,,,,
215,4/12/22 9:40,53.1,7.22,,,,
216,4/12/22 9:50,53.5,7.18,,,,
217,4/12/22 10:00,53.1,7.16,,,,
218,4/12/22 10:10,52.7,7.13,,,,
219,4/12/22 10:20,53.1,7.12,,,,
220,4/12/22 10:30,53.1,7.1,,,,
221,4/12/22 10:40,53.1,7.1,,,,
222,4/12/22 10:50,53.1,7.08,,,,
223,4/12/22 11:00,53.1,7.07,,,,
224,4/12/22 11:10,52.7,7.07,,,,
225,4/12/22 11:20,52.7,7.07,,,,
226,4/12/22 11:30,53.1,7.07,,,,
227,4/12/22 11:40,52.7,7.04,,,,
228,4/12/22 11:50,52.7,7.06,,,,
229,4/12/22 12:00,52.7,7.04,,,,
230,4/12/22 12:10,52.7,7.04,,,,
231,4/12/22 12:20,53.1,7.04,,,,
232,4/12/22 12:30,52.8,7.03,,,,
233,4/12/22 12:40,52.7,7.04,,,,
234,4/12/22 12:50,52.7,7.07,,,,
235,4/12/22 13:00,53.1,7.07,,,,
236,4/12/22 13:10,53.1,7.06,,,,
237,4/12/22 13:20,52.7,7.04,,,,
238,4/12/22 13:30,53.1,7.02,,,,
239,4/12/22 13:40,53.1,7.02,,,,
240,4/12/22 13:50,52.8,7.03,,,,
241,4/12/22 14:00,52.8,7.02,,,,
242,4/12/22 14:10,52.8,7.01,,,,
243,4/12/22 14:20,52.8,6.99,,,,
244,4/12/22 14:30,52.8,6.99,,,,
245,4/12/22 14:40,52.8,6.98,,,,
246,4/12/22 14:50,52.8,6.99,,,,
247,4/12/22 15:00,53.1,6.99,,,,
248,4/12/22 15:10,52.8,6.98,,,,
249,4/12/22 15:20,53.1,6.99,,,,
250,4/12/22 15:30,53.1,6.97,,,,
251,4/12/22 15:40,52.8,6.98,,,,
252,4/12/22 15:50,52.8,6.95,,,,
253,4/12/22 16:00,52.8,6.92,,,,
254,4/12/22 16:10,52.8,6.89,,,,
255,4/12/22 16:20,52.8,6.87,,,,
256,4/12/22 16:30,52.8,6.85,,,,
257,4/12/22 16:40,52.8,6.84,,,,
258,4/12/22 16:50,52.8,6.81,,,,
259,4/12/22 17:00,52.8,6.78,,,,
260,4/12/22 17:10,52.8,6.76,,,,
261,4/12/22 17:20,52.8,6.76,,,,
262,4/12/22 17:30,52.8,6.74,,,,
263,4/12/22 17:40,52.8,6.72,,,,
264,4/12/22 17:50,52.8,6.69,,,,
265,4/12/22 18:00,52.8,6.71,,,,
266,4/12/22 18:10,52.8,6.69,,,,
267,4/12/22 18:20,52.8,6.66,,,,
268,4/12/22 18:30,52.8,6.63,,,,
269,4/12/22 18:40,52.8,6.6,,,,
270,4/12/22 18:50,52.8,6.61,,,,
271,4/12/22 19:00,52.8,6.57,,,,
272,4/12/22 19:10,53.2,6.55,,,,
273,4/12/22 19:20,53.2,6.55,,,,
274,4/12/22 19:30,53.2,6.51,,,,
275,4/12/22 19:40,53.2,6.49,,,,
276,4/12/22 19:50,52.8,6.46,,,,
277,4/12/22 20:00,53.2,6.43,,,,
278,4/12/22 20:10,52.8,6.4,,,,
279,4/12/22 20:20,53.2,6.39,,,,
280,4/12/22 20:30,52.8,6.35,,,,
281,4/12/22 20:40,53.2,6.34,,,,
282,4/12/22 20:50,52.8,6.31,,,,
283,4/12/22 21:00,52.8,6.3,,,,
284,4/12/22 21:10,52.8,6.3,,,,
285,4/12/22 21:20,52.8,6.26,,,,
286,4/12/22 21:30,52.8,6.25,,,,
287,4/12/22 21:40,53.2,6.23,,,,
288,4/12/22 21:50,52.8,6.23,,,,
289,4/12/22 22:00,52.8,6.2,,,,
290,4/12/22 22:10,52.8,6.19,,,,
291,4/12/22 22:20,52.8,6.17,,,,
292,4/12/22 22:30,52.8,6.15,,,,
293,4/12/22 22:40,53.2,6.14,,,,
294,4/12/22 22:50,53.2,6.14,,,,
295,4/12/22 23:00,52.8,6.15,,,,
296,4/12/22 23:10,52.8,6.12,,,,
297,4/12/22 23:20,52.8,6.1,,,,
298,4/12/22 23:30,52.8,6.12,,,,
299,4/12/22 23:40,53.2,6.11,,,,
300,4/12/22 23:50,52.8,6.06,,,,
301,4/13/22 0:00,53.2,6.05,,,,
302,4/13/22 0:10,53.2,6.03,,,,
303,4/13/22 0:20,53.2,6.01,,,,
304,4/13/22 0:30,53.2,6.01,,,,
305,4/13/22 0:40,53.2,6.01,,,,
306,4/13/22 0:50,53.2,5.98,,,,
307,4/13/22 1:00,52.8,5.97,,,,
308,4/13/22 1:10,53.2,5.96,,,,
309,4/13/22 1:20,53.2,5.96,,,,
310,4/13/22 1:30,53.2,5.94,,,,
311,4/13/22 1:40,53.2,5.92,,,,
312,4/13/22 1:50,53.2,5.91,,,,
313,4/13/22 2:00,52.8,5.91,,,,
314,4/13/22 2:10,52.8,5.89,,,,
315,4/13/22 2:20,52.8,5.88,,,,
316,4/13/22 2:30,52.8,5.88,,,,
317,4/13/22 2:40,52.8,5.87,,,,
318,4/13/22 2:50,52.8,5.88,,,,
319,4/13/22 3:00,52.8,5.87,,,,
320,4/13/22 3:10,52.4,5.84,,,,
321,4/13/22 3:20,52.8,5.83,,,,
322,4/13/22 3:30,52.4,5.83,,,,
323,4/13/22 3:40,52.8,5.83,,,,
324,4/13/22 3:50,52.8,5.82,,,,
325,4/13/22 4:00,52.8,5.82,,,,
326,4/13/22 4:10,52.8,5.79,,,,
327,4/13/22 4:20,52.8,5.79,,,,
328,4/13/22 4:30,52.8,5.76,,,,
329,4/13/22 4:40,52.8,5.78,,,,
330,4/13/22 4:50,52.8,5.75,,,,
331,4/13/22 5:00,52.8,5.76,,,,
332,4/13/22 5:10,52.8,5.74,,,,
333,4/13/22 5:20,52.8,5.74,,,,
334,4/13/22 5:30,52.8,5.75,,,,
335,4/13/22 5:40,52.8,5.73,,,,
336,4/13/22 5:50,52.8,5.71,,,,
337,4/13/22 6:00,52.8,5.71,,,,
338,4/13/22 6:10,52.8,5.7,,,,
339,4/13/22 6:20,52.8,5.69,,,,
340,4/13/22 6:30,52.4,5.67,,,,
341,4/13/22 6:40,52.4,5.64,,,,
342,4/13/22 6:50,52.8,5.62,,,,
343,4/13/22 7:00,52.4,5.61,,,,
344,4/13/22 7:10,52.4,5.6,,,,
345,4/13/22 7:20,52.1,5.57,,,,
346,4/13/22 7:30,52.4,5.57,,,,
347,4/13/22 7:40,52.8,5.57,,,,
348,4/13/22 7:50,52.5,5.55,,,,
349,4/13/22 8:00,52.5,5.56,,,,
350,4/13/22 8:10,52.5,5.53,,,,
351,4/13/22 8:20,52.1,5.52,,,,
352,4/13/22 8:30,52.1,5.48,,,,
353,4/13/22 8:40,52.1,5.5,,,,
354,4/13/22 8:50,52.1,5.5,,,,
355,4/13/22 9:00,52.1,5.47,,,,
356,4/13/22 9:10,52.1,5.48,,,,
357,4/13/22 9:20,52.1,5.46,,,,
358,4/13/22 9:30,52.1,5.46,,,,
359,4/13/22 9:40,52.1,5.46,,,,
360,4/13/22 9:50,52.1,5.43,,,,
361,4/13/22 10:00,52.1,5.43,,,,
362,4/13/22 10:10,51.7,5.43,,,,
363,4/13/22 10:20,52.1,5.43,,,,
364,4/13/22 10:30,52.1,5.43,,,,
365,4/13/22 10:40,52.1,5.46,,,,
366,4/13/22 10:50,52.1,5.46,,,,
367,4/13/22 11:00,52.1,5.46,,,,
368,4/13/22 11:10,52.1,5.47,,,,
369,4/13/22 11:20,52.1,5.46,,,,
370,4/13/22 11:30,52.5,5.44,,,,
371,4/13/22 11:40,52.5,5.43,,,,
372,4/13/22 11:50,52.5,5.43,,,,
373,4/13/22 12:00,52.5,5.42,,,,
374,4/13/22 12:10,52.8,5.42,,,,
375,4/13/22 12:20,52.5,5.42,,,,
376,4/13/22 12:30,52.8,5.43,,,,
377,4/13/22 12:40,52.8,5.42,,,,
378,4/13/22 12:50,52.8,5.42,,,,
379,4/13/22 13:00,52.8,5.42,,,,
380,4/13/22 13:10,52.8,5.39,,,,
381,4/13/22 13:20,52.8,5.42,,,,
382,4/13/22 13:30,52.8,5.43,,,,
383,4/13/22 13:40,53.6,5.43,,,,
384,4/13/22 13:50,53.2,5.41,,,,
385,4/13/22 14:00,53.2,5.41,,,,
386,4/13/22 14:10,53.2,5.41,,,,
387,4/13/22 14:20,53.2,5.44,,,,
388,4/13/22 14:30,53.6,5.44,,,,
389,4/13/22 14:40,53.6,5.48,,,,
390,4/13/22 14:50,54,5.51,,,,
391,4/13/22 15:00,54,5.51,,,,
392,4/13/22 15:10,54.4,5.53,,,,
393,4/13/22 15:20,54,5.52,,,,
394,4/13/22 15:30,54,5.52,,,,
395,4/13/22 15:40,54.4,5.53,,,,
396,4/13/22 15:50,54,5.55,,,,
397,4/13/22 16:00,54,5.56,,,,
398,4/13/22 16:10,54,5.55,,,,
399,4/13/22 16:20,54.4,5.53,,,,
400,4/13/22 16:30,54,5.56,,,,
401,4/13/22 16:40,54,5.55,,,,
402,4/13/22 16:50,54,5.55,,,,
403,4/13/22 17:00,54.4,5.56,,,,
404,4/13/22 17:10,54.4,5.59,,,,
405,4/13/22 17:20,54.4,5.62,,,,
406,4/13/22 17:30,54.4,5.62,,,,
407,4/13/22 17:40,54.4,5.64,,,,
408,4/13/22 17:50,54.4,5.61,,,,
409,4/13/22 18:00,54.4,5.64,,,,
410,4/13/22 18:10,54.4,5.67,,,,
411,4/13/22 18:20,54.4,5.66,,,,
412,4/13/22 18:30,54.4,5.67,,,,
413,4/13/22 18:40,54.4,5.67,,,,
414,4/13/22 18:50,54.4,5.65,,,,
415,4/13/22 19:00,54.4,5.67,,,,
416,4/13/22 19:10,54.4,5.66,,,,
417,4/13/22 19:20,54.4,5.67,,,,
418,4/13/22 19:30,54.4,5.66,,,,
419,4/13/22 19:40,54.4,5.65,,,,
420,4/13/22 19:50,54.4,5.65,,,,
421,4/13/22 20:00,54.4,5.66,,,,
422,4/13/22 20:10,54.4,5.66,,,,
423,4/13/22 20:20,54.4,5.65,,,,
424,4/13/22 20:30,54.4,5.65,,,,
425,4/13/22 20:40,54.4,5.66,,,,
426,4/13/22 20:50,54.4,5.65,,,,
427,4/13/22 21:00,54.8,5.65,,,,
428,4/13/22 21:10,54.4,5.66,,,,
429,4/13/22 21:20,54.4,5.66,,,,
430,4/13/22 21:30,54.4,5.64,,,,
431,4/13/22 21:40,54.4,5.65,,,,
432,4/13/22 21:50,54.4,5.64,,,,
433,4/13/22 22:00,54.8,5.66,,,,
434,4/13/22 22:10,54.4,5.66,,,,
435,4/13/22 22:20,54.4,5.66,,,,
436,4/13/22 22:30,54.8,5.66,,,,
437,4/13/22 22:40,54.4,5.65,,,,
438,4/13/22 22:50,54.4,5.64,,,,
439,4/13/22 23:00,54.4,5.65,,,,
440,4/13/22 23:10,54.4,5.67,,,,
441,4/13/22 23:20,55.1,5.69,,,,
442,4/13/22 23:30,55.1,5.66,,,,
443,4/13/22 23:40,55.1,5.67,,,,
444,4/13/22 23:50,55.1,5.67,,,,
445,4/14/22 0:00,55.1,5.67,,,,
446,4/14/22 0:10,55.1,5.67,,,,
447,4/14/22 0:20,55.1,5.69,,,,
448,4/14/22 0:30,55.1,5.7,,,,
449,4/14/22 0:40,54.8,5.69,,,,
450,4/14/22 0:50,55.1,5.67,,,,
451,4/14/22 1:00,55.1,5.7,,,,
452,4/14/22 1:10,55.1,5.67,,,,
453,4/14/22 1:20,55.1,5.65,,,,
454,4/14/22 1:30,55.1,5.64,,,,
455,4/14/22 1:40,55.1,5.61,,,,
456,4/14/22 1:50,54.4,5.6,,,,
457,4/14/22 2:00,54.8,5.56,,,,
458,4/14/22 2:10,54.8,5.52,,,,
459,4/14/22 2:20,54.8,5.51,,,,
460,4/14/22 2:30,54.8,5.5,,,,
461,4/14/22 2:40,54.4,5.46,,,,
462,4/14/22 2:50,54.8,5.46,,,,
463,4/14/22 3:00,54.8,5.44,,,,
464,4/14/22 3:10,54.8,5.43,,,,
465,4/14/22 3:20,54.8,5.43,,,,
466,4/14/22 3:30,54.8,5.42,,,,
467,4/14/22 3:40,54.4,5.42,,,,
468,4/14/22 3:50,54.4,5.43,,,,
469,4/14/22 4:00,54.4,5.43,,,,
470,4/14/22 4:10,54.4,5.42,,,,
471,4/14/22 4:20,54.4,5.44,,,,
472,4/14/22 4:30,54.8,5.43,,,,
473,4/14/22 4:40,54.4,5.43,,,,
474,4/14/22 4:50,54.4,5.43,,,,
475,4/14/22 5:00,54.4,5.44,,,,
476,4/14/22 5:10,54.8,5.46,,,,
477,4/14/22 5:20,54.4,5.44,,,,
478,4/14/22 5:30,54.4,5.47,,,,
479,4/14/22 5:40,54.4,5.46,,,,
480,4/14/22 5:50,54.8,5.46,,,,
481,4/14/22 6:00,54.8,5.47,,,,
482,4/14/22 6:10,54.4,5.47,,,,
483,4/14/22 6:20,54.8,5.47,,,,
484,4/14/22 6:30,54.8,5.46,,,,
485,4/14/22 6:40,54.4,5.46,,,,
486,4/14/22 6:50,54.4,5.47,,,,
487,4/14/22 7:00,54.8,5.48,,,,
488,4/14/22 7:10,54.8,5.46,,,,
489,4/14/22 7:20,54.8,5.47,,,,
490,4/14/22 7:30,54.4,5.5,,,,
491,4/14/22 7:40,54.8,5.5,,,,
492,4/14/22 7:50,54.8,5.51,,,,
493,4/14/22 8:00,55.2,5.53,,,,
494,4/14/22 8:10,55.1,5.56,,,,
495,4/14/22 8:20,55.1,5.59,,,,
496,4/14/22 8:30,55.1,5.6,,,,
497,4/14/22 8:40,55.1,5.61,,,,
498,4/14/22 8:50,55.1,5.62,,,,
499,4/14/22 9:00,55.1,5.64,,,,
500,4/14/22 9:10,55.5,5.65,,,,
501,4/14/22 9:20,55.1,5.67,,,,
502,4/14/22 9:30,55.1,5.69,,,,
503,4/14/22 9:40,55.1,5.7,,,,
504,4/14/22 9:50,55.5,5.71,,,,
505,4/14/22 10:00,55.5,5.73,,,,
506,4/14/22 10:10,55.5,5.75,,,,
507,4/14/22 10:20,55.5,5.76,,,,
508,4/14/22 10:30,55.1,5.8,,,,
509,4/14/22 10:40,55.1,5.82,,,,
510,4/14/22 10:50,55.1,5.83,,,,
511,4/14/22 11:00,55.1,5.85,,,,
512,4/14/22 11:10,55.5,5.87,,,,
513,4/14/22 11:20,55.1,5.89,,,,
514,4/14/22 11:30,55.5,5.91,,,,
515,4/14/22 11:40,55.5,5.93,,,,
516,4/14/22 11:50,55.5,5.97,,,,
517,4/14/22 12:00,55.5,5.98,,,,
518,4/14/22 12:10,55.1,5.99,,,,
519,4/14/22 12:20,55.1,6.02,,,,
520,4/14/22 12:30,55.5,6.03,,,,
521,4/14/22 12:40,55.1,6.03,,,,
522,4/14/22 12:50,55.5,6.06,,,,
523,4/14/22 13:00,55.5,6.07,,,,
524,4/14/22 13:10,55.5,6.1,,,,
525,4/14/22 13:20,55.5,6.12,,,,
526,4/14/22 13:30,55.5,6.15,,,,
527,4/14/22 13:40,55.5,6.17,,,,
528,4/14/22 13:50,55.5,6.2,,,,
529,4/14/22 14:00,55.9,6.21,,,,
530,4/14/22 14:10,55.5,6.24,,,,
531,4/14/22 14:20,55.5,6.26,,,,
532,4/14/22 14:30,55.9,6.26,,,,
533,4/14/22 14:40,55.9,6.28,,,,
534,4/14/22 14:50,55.9,6.28,,,,
535,4/14/22 15:00,55.5,6.31,,,,
536,4/14/22 15:10,55.9,6.33,,,,
537,4/14/22 15:20,55.9,6.34,,,,
538,4/14/22 15:30,55.9,6.34,,,,
539,4/14/22 15:40,55.9,6.35,,,,
540,4/14/22 15:50,55.9,6.37,,,,
541,4/14/22 16:00,55.9,6.38,,,,
542,4/14/22 16:10,55.9,6.38,,,,
543,4/14/22 16:20,55.9,6.42,,,,
544,4/14/22 16:30,55.9,6.43,,,,
545,4/14/22 16:40,56.2,6.46,,,,
546,4/14/22 16:50,55.9,6.48,,,,
547,4/14/22 17:00,55.9,6.49,,,,
548,4/14/22 17:10,56.2,6.51,,,,
549,4/14/22 17:20,55.9,6.53,,,,
550,4/14/22 17:30,55.9,6.55,,,,
551,4/14/22 17:40,55.9,6.56,,,,
552,4/14/22 17:50,55.9,6.57,,,,
553,4/14/22 18:00,55.9,6.58,,,,
554,4/14/22 18:10,56.2,6.61,,,,
555,4/14/22 18:20,55.9,6.62,,,,
556,4/14/22 18:30,55.9,6.63,,,,
557,4/14/22 18:40,55.9,6.65,,,,
558,4/14/22 18:50,56.2,6.65,,,,
559,4/14/22 19:00,56.2,6.66,,,,
560,4/14/22 19:10,55.9,6.67,,,,
561,4/14/22 19:20,55.9,6.69,,,,
562,4/14/22 19:30,55.8,6.7,,,,
563,4/14/22 19:40,55.8,6.7,,,,
564,4/14/22 19:50,55.5,6.7,,,,
565,4/14/22 20:00,55.8,6.7,,,,
566,4/14/22 20:10,55.5,6.71,,,,
567,4/14/22 20:20,55.8,6.71,,,,
568,4/14/22 20:30,55.5,6.7,,,,
569,4/14/22 20:40,55.5,6.71,,,,
