"Plot Title: 20879774"
"#","Date Time, GMT-06:00","Abs Pres, kPa (LGR S/N: 20879774, SEN S/N: 20879774)","Temp, °C (LGR S/N: 20879774, SEN S/N: 20879774)","Abs Pres Barom., kPa (LGR S/N: 20833949, SEN S/N: 20833949)","Sensor Depth, meters (LGR S/N: 20879774)"
31,09/18/20 06:00:00 AM,74.086,4.623,71.331,0.281
32,09/18/20 06:10:00 AM,74.146,4.623,71.331,0.287
33,09/18/20 06:20:00 AM,74.166,4.623,71.349,0.287
34,09/18/20 06:30:00 AM,74.156,4.623,71.322,0.289
35,09/18/20 06:40:00 AM,74.156,4.623,71.331,0.288
36,09/18/20 06:50:00 AM,74.156,4.623,71.340,0.287
37,09/18/20 07:00:00 AM,74.156,4.623,71.358,0.285
38,09/18/20 07:10:00 AM,74.136,4.623,71.349,0.284
39,09/18/20 07:20:00 AM,74.146,4.623,71.360,0.284
40,09/18/20 07:30:00 AM,74.146,4.623,71.351,0.285
41,09/18/20 07:40:00 AM,74.146,4.623,71.358,0.284
42,09/18/20 07:50:00 AM,74.156,4.623,71.358,0.285
43,09/18/20 08:00:00 AM,74.156,4.623,71.365,0.285
44,09/18/20 08:10:00 AM,74.156,4.623,71.354,0.286
45,09/18/20 08:20:00 AM,74.156,4.623,71.342,0.287
46,09/18/20 08:30:00 AM,74.196,4.623,71.340,0.291
47,09/18/20 08:40:00 AM,74.196,4.623,71.345,0.291
48,09/18/20 08:50:00 AM,74.196,4.623,71.358,0.289
49,09/18/20 09:00:00 AM,74.186,4.623,71.360,0.288
50,09/18/20 09:10:00 AM,74.196,4.623,71.362,0.289
51,09/18/20 09:20:00 AM,74.196,4.623,71.373,0.288
52,09/18/20 09:30:00 AM,74.196,4.623,71.374,0.288
53,09/18/20 09:40:00 AM,74.186,4.623,71.373,0.287
54,09/18/20 09:50:00 AM,74.206,4.623,71.374,0.289
55,09/18/20 10:00:00 AM,74.206,4.623,71.372,0.289
56,09/18/20 10:10:00 AM,74.216,4.623,71.397,0.287
57,09/18/20 10:20:00 AM,74.196,4.623,71.382,0.287
58,09/18/20 10:30:00 AM,74.196,4.623,71.400,0.285
59,09/18/20 10:40:00 AM,74.196,4.623,71.399,0.285
60,09/18/20 10:50:00 AM,74.196,4.623,71.401,0.285
61,09/18/20 11:00:00 AM,74.196,4.623,71.363,0.289
62,09/18/20 11:10:00 AM,74.186,4.623,71.378,0.286
63,09/18/20 11:20:00 AM,74.196,4.623,71.406,0.285
64,09/18/20 11:30:00 AM,74.176,4.623,71.383,0.285
65,09/18/20 11:40:00 AM,74.176,4.623,71.362,0.287
66,09/18/20 11:50:00 AM,74.176,4.623,71.365,0.287
67,09/18/20 12:00:00 PM,74.156,4.623,71.361,0.285
68,09/18/20 12:10:00 PM,74.166,4.623,71.347,0.287
69,09/18/20 12:20:00 PM,74.166,4.623,71.344,0.288
70,09/18/20 12:30:00 PM,74.156,4.623,71.332,0.288
71,09/18/20 12:40:00 PM,74.146,4.623,71.332,0.287
72,09/18/20 12:50:00 PM,74.156,4.623,71.360,0.285
73,09/18/20 01:00:00 PM,74.156,4.623,71.359,0.285
74,09/18/20 01:10:00 PM,74.136,4.623,71.359,0.283
75,09/18/20 01:20:00 PM,74.126,4.623,71.341,0.284
76,09/18/20 01:30:00 PM,74.116,4.623,71.314,0.286
77,09/18/20 01:40:00 PM,74.106,4.623,71.305,0.286
78,09/18/20 01:50:00 PM,74.096,4.623,71.305,0.285
79,09/18/20 02:00:00 PM,74.076,4.623,71.282,0.285
80,09/18/20 02:10:00 PM,74.066,4.623,71.268,0.285
81,09/18/20 02:20:00 PM,74.066,4.623,71.263,0.286
82,09/18/20 02:30:00 PM,74.046,4.623,71.258,0.284
83,09/18/20 02:40:00 PM,74.036,4.623,71.245,0.285
84,09/18/20 02:50:00 PM,74.026,4.623,71.240,0.284
85,09/18/20 03:00:00 PM,74.006,4.623,71.231,0.283
86,09/18/20 03:10:00 PM,73.996,4.623,71.222,0.283
87,09/18/20 03:20:00 PM,74.006,4.623,71.227,0.283
88,09/18/20 03:30:00 PM,74.006,4.623,71.223,0.284
89,09/18/20 03:40:00 PM,74.016,4.623,71.246,0.282
90,09/18/20 03:50:00 PM,74.036,4.623,71.241,0.285
91,09/18/20 04:00:00 PM,73.996,4.623,71.227,0.282
92,09/18/20 04:10:00 PM,73.986,4.623,71.222,0.282
93,09/18/20 04:20:00 PM,73.976,4.623,71.222,0.281
94,09/18/20 04:30:00 PM,73.976,4.623,71.199,0.283
95,09/18/20 04:40:00 PM,73.946,4.623,71.189,0.281
96,09/18/20 04:50:00 PM,73.946,4.623,71.188,0.281
97,09/18/20 05:00:00 PM,73.936,4.623,71.197,0.279
98,09/18/20 05:10:00 PM,73.946,4.623,71.177,0.282
99,09/18/20 05:20:00 PM,73.926,4.623,71.180,0.280
100,09/18/20 05:30:00 PM,73.926,4.623,71.178,0.280
101,09/18/20 05:40:00 PM,73.916,4.623,71.181,0.279
102,09/18/20 05:50:00 PM,73.916,4.623,71.180,0.279
103,09/18/20 06:00:00 PM,73.926,4.623,71.183,0.280
104,09/18/20 06:10:00 PM,73.926,4.623,71.182,0.280
105,09/18/20 06:20:00 PM,73.926,4.623,71.166,0.281
106,09/18/20 06:30:00 PM,73.916,4.623,71.178,0.279
107,09/18/20 06:40:00 PM,73.926,4.623,71.171,0.281
108,09/18/20 06:50:00 PM,73.916,4.623,71.177,0.279
109,09/18/20 07:00:00 PM,73.916,4.623,71.174,0.280
110,09/18/20 07:10:00 PM,73.916,4.623,71.161,0.281
111,09/18/20 07:20:00 PM,73.906,4.623,71.166,0.279
112,09/18/20 07:30:00 PM,73.916,4.623,71.171,0.280
113,09/18/20 07:40:00 PM,73.906,4.623,71.176,0.278
114,09/18/20 07:50:00 PM,73.916,4.623,71.177,0.279
115,09/18/20 08:00:00 PM,73.946,4.623,71.172,0.283
116,09/18/20 08:10:00 PM,73.956,4.623,71.151,0.286
117,09/18/20 08:20:00 PM,73.956,4.623,71.170,0.284
118,09/18/20 08:30:00 PM,73.976,4.623,71.194,0.284
119,09/18/20 08:40:00 PM,73.966,4.623,71.182,0.284
120,09/18/20 08:50:00 PM,73.976,4.623,71.179,0.285
121,09/18/20 09:00:00 PM,73.976,4.623,71.183,0.285
122,09/18/20 09:10:00 PM,73.986,4.623,71.180,0.286
123,09/18/20 09:20:00 PM,73.976,4.623,71.183,0.285
124,09/18/20 09:30:00 PM,73.956,4.623,71.177,0.283
125,09/18/20 09:40:00 PM,73.966,4.623,71.179,0.284
126,09/18/20 09:50:00 PM,73.966,4.623,71.173,0.285
127,09/18/20 10:00:00 PM,73.966,4.623,71.182,0.284
128,09/18/20 10:10:00 PM,73.946,4.623,71.167,0.283
129,09/18/20 10:20:00 PM,73.956,4.623,71.179,0.283
130,09/18/20 10:30:00 PM,73.946,4.623,71.164,0.284
131,09/18/20 10:40:00 PM,73.946,4.623,71.158,0.284
132,09/18/20 10:50:00 PM,73.946,4.623,71.154,0.285
133,09/18/20 11:00:00 PM,73.946,4.623,71.142,0.286
134,09/18/20 11:10:00 PM,73.926,4.623,71.120,0.286
135,09/18/20 11:20:00 PM,73.936,4.623,71.144,0.285
136,09/18/20 11:30:00 PM,73.936,4.623,71.147,0.284
137,09/18/20 11:40:00 PM,73.936,4.623,71.143,0.285
138,09/18/20 11:50:00 PM,73.926,4.623,71.148,0.283
139,09/19/20 12:00:00 AM,73.926,4.623,71.132,0.285
140,09/19/20 12:10:00 AM,73.926,4.623,71.138,0.284
141,09/19/20 12:20:00 AM,73.926,4.623,71.113,0.287
142,09/19/20 12:30:00 AM,73.926,4.623,71.124,0.286
143,09/19/20 12:40:00 AM,73.926,4.623,71.109,0.287
144,09/19/20 12:50:00 AM,73.916,4.623,71.102,0.287
145,09/19/20 01:00:00 AM,73.916,4.623,71.102,0.287
146,09/19/20 01:10:00 AM,73.906,4.623,71.096,0.287
147,09/19/20 01:20:00 AM,73.916,4.623,71.105,0.287
148,09/19/20 01:30:00 AM,73.916,4.623,71.087,0.288
149,09/19/20 01:40:00 AM,73.916,4.623,71.093,0.288
150,09/19/20 01:50:00 AM,73.906,4.623,71.084,0.288
151,09/19/20 02:00:00 AM,73.906,4.623,71.100,0.286
152,09/19/20 02:10:00 AM,73.886,4.623,71.064,0.288
153,09/19/20 02:20:00 AM,73.896,4.623,71.061,0.289
154,09/19/20 02:30:00 AM,73.896,4.623,71.059,0.289
155,09/19/20 02:40:00 AM,73.866,4.623,71.056,0.287
156,09/19/20 02:50:00 AM,73.886,4.623,71.056,0.289
157,09/19/20 03:00:00 AM,73.866,4.623,71.068,0.285
158,09/19/20 03:10:00 AM,73.856,4.623,71.050,0.286
159,09/19/20 03:20:00 AM,73.846,4.623,71.034,0.287
160,09/19/20 03:30:00 AM,73.856,4.623,71.037,0.287
161,09/19/20 03:40:00 AM,73.846,4.623,71.030,0.287
162,09/19/20 03:50:00 AM,73.836,4.623,71.030,0.286
163,09/19/20 04:00:00 AM,73.836,4.623,71.021,0.287
164,09/19/20 04:10:00 AM,73.826,4.623,71.027,0.285
165,09/19/20 04:20:00 AM,73.826,4.623,71.009,0.287
166,09/19/20 04:30:00 AM,73.826,4.623,71.016,0.287
167,09/19/20 04:40:00 AM,73.826,4.623,71.016,0.287
168,09/19/20 04:50:00 AM,73.826,4.623,71.013,0.287
169,09/19/20 05:00:00 AM,73.826,4.623,71.032,0.285
170,09/19/20 05:10:00 AM,73.816,4.623,71.013,0.286
171,09/19/20 05:20:00 AM,73.806,4.623,71.016,0.285
172,09/19/20 05:30:00 AM,73.816,4.623,71.025,0.285
173,09/19/20 05:40:00 AM,73.826,4.623,71.009,0.287
174,09/19/20 05:50:00 AM,73.816,4.623,71.012,0.286
175,09/19/20 06:00:00 AM,73.806,4.623,70.994,0.287
176,09/19/20 06:10:00 AM,73.806,4.623,71.003,0.286
177,09/19/20 06:20:00 AM,73.786,4.623,70.978,0.286
178,09/19/20 06:30:00 AM,73.786,4.623,70.987,0.285
179,09/19/20 06:40:00 AM,73.796,4.623,70.996,0.286
180,09/19/20 06:50:00 AM,73.796,4.623,70.990,0.286
181,09/19/20 07:00:00 AM,73.796,4.623,70.990,0.286
182,09/19/20 07:10:00 AM,73.806,4.623,70.990,0.287
183,09/19/20 07:20:00 AM,73.806,4.623,71.008,0.285
184,09/19/20 07:30:00 AM,73.816,4.623,71.008,0.286
185,09/19/20 07:40:00 AM,73.816,4.623,71.005,0.287
186,09/19/20 07:50:00 AM,73.806,4.623,71.009,0.285
187,09/19/20 08:00:00 AM,73.796,4.623,71.004,0.285
188,09/19/20 08:10:00 AM,73.786,4.623,70.997,0.284
189,09/19/20 08:20:00 AM,73.786,4.623,70.989,0.285
190,09/19/20 08:30:00 AM,73.786,4.623,70.978,0.286
191,09/19/20 08:40:00 AM,73.796,4.623,70.994,0.286
192,09/19/20 08:50:00 AM,73.786,4.623,71.010,0.283
193,09/19/20 09:00:00 AM,73.796,4.623,71.001,0.285
194,09/19/20 09:10:00 AM,73.806,4.623,70.986,0.288
195,09/19/20 09:20:00 AM,73.806,4.623,71.013,0.285
196,09/19/20 09:30:00 AM,73.806,4.623,71.007,0.285
197,09/19/20 09:40:00 AM,73.816,4.623,71.010,0.286
198,09/19/20 09:50:00 AM,73.826,4.623,71.019,0.286
199,09/19/20 10:00:00 AM,73.826,4.623,71.006,0.288
200,09/19/20 10:10:00 AM,73.816,4.623,71.020,0.285
201,09/19/20 10:20:00 AM,73.806,4.623,71.018,0.284
202,09/19/20 10:30:00 AM,73.826,4.623,71.010,0.287
203,09/19/20 10:40:00 AM,73.826,4.623,71.019,0.286
204,09/19/20 10:50:00 AM,73.816,4.623,71.008,0.286
205,09/19/20 11:00:00 AM,73.836,4.623,71.028,0.286
206,09/19/20 11:10:00 AM,73.816,4.623,71.014,0.286
207,09/19/20 11:20:00 AM,73.806,4.623,71.050,0.281
208,09/19/20 11:30:00 AM,73.806,4.623,71.026,0.283
209,09/19/20 11:40:00 AM,73.796,4.623,71.006,0.285
210,09/19/20 11:50:00 AM,73.796,4.623,70.998,0.285
211,09/19/20 12:00:00 PM,73.796,4.623,71.010,0.284
212,09/19/20 12:10:00 PM,73.786,4.623,70.990,0.285
213,09/19/20 12:20:00 PM,73.766,4.623,71.000,0.282
214,09/19/20 12:30:00 PM,73.766,4.623,70.992,0.283
215,09/19/20 12:40:00 PM,73.766,4.623,70.992,0.283
216,09/19/20 12:50:00 PM,73.746,4.623,70.966,0.283
217,09/19/20 01:00:00 PM,73.736,4.623,70.960,0.283
218,09/19/20 01:10:00 PM,73.736,4.623,70.922,0.287
219,09/19/20 01:20:00 PM,73.726,4.623,70.929,0.285
220,09/19/20 01:30:00 PM,73.696,4.623,70.917,0.283
221,09/19/20 01:40:00 PM,73.706,4.623,70.935,0.283
222,09/19/20 01:50:00 PM,73.686,4.623,70.926,0.281
223,09/19/20 02:00:00 PM,73.666,4.623,70.912,0.281
224,09/19/20 02:10:00 PM,73.666,4.623,70.904,0.282
225,09/19/20 02:20:00 PM,73.676,4.623,70.917,0.281
226,09/19/20 02:30:00 PM,73.676,4.623,70.926,0.280
227,09/19/20 02:40:00 PM,73.676,4.623,70.916,0.281
228,09/19/20 02:50:00 PM,73.656,4.623,70.889,0.282
229,09/19/20 03:00:00 PM,73.646,4.623,70.889,0.281
230,09/19/20 03:10:00 PM,73.646,4.623,70.885,0.282
231,09/19/20 03:20:00 PM,73.646,4.623,70.857,0.284
232,09/19/20 03:30:00 PM,73.646,4.623,70.871,0.283
233,09/19/20 03:40:00 PM,73.636,4.623,70.881,0.281
234,09/19/20 03:50:00 PM,73.656,4.623,70.876,0.283
235,09/19/20 04:00:00 PM,73.646,4.623,70.881,0.282
236,09/19/20 04:10:00 PM,73.626,4.623,70.867,0.281
237,09/19/20 04:20:00 PM,73.636,4.623,70.876,0.281
238,09/19/20 04:30:00 PM,73.616,4.623,70.862,0.281
239,09/19/20 04:40:00 PM,73.626,4.623,70.871,0.281
240,09/19/20 04:50:00 PM,73.626,4.623,70.866,0.281
241,09/19/20 05:00:00 PM,73.596,4.623,70.865,0.278
242,09/19/20 05:10:00 PM,73.606,4.623,70.874,0.279
243,09/19/20 05:20:00 PM,73.616,4.623,70.873,0.280
244,09/19/20 05:30:00 PM,73.596,4.623,70.858,0.279
245,09/19/20 05:40:00 PM,73.586,4.623,70.848,0.279
246,09/19/20 05:50:00 PM,73.586,4.623,70.843,0.280
247,09/19/20 06:00:00 PM,73.576,4.623,70.864,0.277
248,09/19/20 06:10:00 PM,73.586,4.623,70.849,0.279
249,09/19/20 06:20:00 PM,73.566,4.623,70.856,0.276
250,09/19/20 06:30:00 PM,73.576,4.623,70.835,0.280
251,09/19/20 06:40:00 PM,73.586,4.623,70.854,0.279
252,09/19/20 06:50:00 PM,73.586,4.623,70.846,0.279
253,09/19/20 07:00:00 PM,73.586,4.623,70.843,0.280
254,09/19/20 07:10:00 PM,73.576,4.623,70.832,0.280
255,09/19/20 07:20:00 PM,73.596,4.623,70.828,0.282
256,09/19/20 07:30:00 PM,73.576,4.623,70.852,0.278
257,09/19/20 07:40:00 PM,73.606,4.623,70.866,0.279
258,09/19/20 07:50:00 PM,73.606,4.623,70.858,0.280
259,09/19/20 08:00:00 PM,73.606,4.623,70.850,0.281
260,09/19/20 08:10:00 PM,73.616,4.623,70.869,0.280
261,09/19/20 08:20:00 PM,73.626,4.623,70.870,0.281
262,09/19/20 08:30:00 PM,73.626,4.623,70.861,0.282
263,09/19/20 08:40:00 PM,73.646,4.623,70.877,0.282
264,09/19/20 08:50:00 PM,73.626,4.623,70.865,0.282
265,09/19/20 09:00:00 PM,73.636,4.623,70.880,0.281
266,09/19/20 09:10:00 PM,73.636,4.623,70.874,0.282
267,09/19/20 09:20:00 PM,73.626,4.623,70.871,0.281
268,09/19/20 09:30:00 PM,73.626,4.623,70.878,0.280
269,09/19/20 09:40:00 PM,73.616,4.623,70.859,0.281
270,09/19/20 09:50:00 PM,73.616,4.623,70.865,0.281
271,09/19/20 10:00:00 PM,73.626,4.623,70.862,0.282
272,09/19/20 10:10:00 PM,73.616,4.623,70.868,0.280
273,09/19/20 10:20:00 PM,73.626,4.623,70.864,0.282
274,09/19/20 10:30:00 PM,73.626,4.623,70.861,0.282
275,09/19/20 10:40:00 PM,73.626,4.623,70.857,0.282
276,09/19/20 10:50:00 PM,73.636,4.623,70.860,0.283
277,09/19/20 11:00:00 PM,73.666,4.623,70.889,0.283
278,09/19/20 11:10:00 PM,73.666,4.623,70.889,0.283
279,09/19/20 11:20:00 PM,73.676,4.623,70.880,0.285
280,09/19/20 11:30:00 PM,73.666,4.623,70.898,0.282
281,09/19/20 11:40:00 PM,73.676,4.623,70.889,0.284
282,09/19/20 11:50:00 PM,73.716,4.623,70.941,0.283
283,09/20/20 12:00:00 AM,73.796,4.623,70.966,0.289
284,09/20/20 12:10:00 AM,73.786,4.623,70.951,0.289
285,09/20/20 12:20:00 AM,73.816,4.623,70.955,0.292
286,09/20/20 12:30:00 AM,73.766,4.623,70.931,0.289
287,09/20/20 12:40:00 AM,73.766,4.623,70.913,0.291
288,09/20/20 12:50:00 AM,73.766,4.623,70.919,0.290
289,09/20/20 01:00:00 AM,73.746,4.623,70.886,0.292
290,09/20/20 01:10:00 AM,73.746,4.623,70.886,0.292
291,09/20/20 01:20:00 AM,73.726,4.623,70.888,0.289
292,09/20/20 01:30:00 AM,73.736,4.623,70.897,0.289
293,09/20/20 01:40:00 AM,73.716,4.623,70.879,0.289
294,09/20/20 01:50:00 AM,73.736,4.623,70.900,0.289
295,09/20/20 02:00:00 AM,73.746,4.623,70.882,0.292
296,09/20/20 02:10:00 AM,73.736,4.623,70.903,0.289
297,09/20/20 02:20:00 AM,73.736,4.623,70.897,0.289
298,09/20/20 02:30:00 AM,73.726,4.623,70.884,0.290
299,09/20/20 02:40:00 AM,73.696,4.623,70.866,0.289
300,09/20/20 02:50:00 AM,73.706,4.623,70.869,0.289
301,09/20/20 03:00:00 AM,73.696,4.623,70.856,0.290
302,09/20/20 03:10:00 AM,73.696,4.623,70.840,0.291
303,09/20/20 03:20:00 AM,73.666,4.623,70.846,0.288
304,09/20/20 03:30:00 AM,73.676,4.623,70.830,0.290
305,09/20/20 03:40:00 AM,73.666,4.623,70.826,0.290
306,09/20/20 03:50:00 AM,73.676,4.623,70.822,0.291
307,09/20/20 04:00:00 AM,73.666,4.623,70.806,0.292
308,09/20/20 04:10:00 AM,73.666,4.623,70.809,0.291
309,09/20/20 04:20:00 AM,73.676,4.623,70.838,0.289
310,09/20/20 04:30:00 AM,73.666,4.623,70.825,0.290
311,09/20/20 04:40:00 AM,73.686,4.623,70.827,0.292
312,09/20/20 04:50:00 AM,73.686,4.623,70.848,0.289
313,09/20/20 05:00:00 AM,73.696,4.623,70.850,0.290
314,09/20/20 05:10:00 AM,73.716,4.623,70.861,0.291
315,09/20/20 05:20:00 AM,73.716,4.623,70.854,0.292
316,09/20/20 05:30:00 AM,73.726,4.623,70.866,0.292
317,09/20/20 05:40:00 AM,73.726,4.623,70.868,0.291
318,09/20/20 05:50:00 AM,73.726,4.623,70.859,0.292
319,09/20/20 06:00:00 AM,73.726,4.623,70.879,0.290
320,09/20/20 06:10:00 AM,73.726,4.623,70.886,0.290
321,09/20/20 06:20:00 AM,73.736,4.623,70.886,0.291
322,09/20/20 06:30:00 AM,73.736,4.623,70.904,0.289
323,09/20/20 06:40:00 AM,73.746,4.623,70.888,0.291
324,09/20/20 06:50:00 AM,73.746,4.623,70.897,0.291
325,09/20/20 07:00:00 AM,73.736,4.623,70.888,0.290
326,09/20/20 07:10:00 AM,73.756,4.623,70.899,0.291
327,09/20/20 07:20:00 AM,73.766,4.623,70.899,0.292
328,09/20/20 07:30:00 AM,73.746,4.623,70.908,0.289
329,09/20/20 07:40:00 AM,73.766,4.623,70.924,0.290
330,09/20/20 07:50:00 AM,73.766,4.623,70.924,0.290
331,09/20/20 08:00:00 AM,73.786,4.623,70.931,0.291
332,09/20/20 08:10:00 AM,73.806,4.623,70.938,0.292
333,09/20/20 08:20:00 AM,73.806,4.623,70.942,0.292
334,09/20/20 08:30:00 AM,73.816,4.623,70.947,0.293
335,09/20/20 08:40:00 AM,73.816,4.623,70.949,0.292
336,09/20/20 08:50:00 AM,73.826,4.623,70.953,0.293
337,09/20/20 09:00:00 AM,73.816,4.623,70.973,0.290
338,09/20/20 09:10:00 AM,73.826,4.623,70.968,0.291
339,09/20/20 09:20:00 AM,73.836,4.623,70.988,0.290
340,09/20/20 09:30:00 AM,73.846,4.623,71.001,0.290
341,09/20/20 09:40:00 AM,73.866,4.623,71.020,0.290
342,09/20/20 09:50:00 AM,73.866,4.623,71.018,0.290
343,09/20/20 10:00:00 AM,73.876,4.623,71.031,0.290
344,09/20/20 10:10:00 AM,73.876,4.623,71.035,0.290
345,09/20/20 10:20:00 AM,73.886,4.623,71.050,0.289
346,09/20/20 10:30:00 AM,73.896,4.623,71.061,0.289
347,09/20/20 10:40:00 AM,73.886,4.623,71.036,0.291
348,09/20/20 10:50:00 AM,73.896,4.623,71.047,0.291
349,09/20/20 11:00:00 AM,73.896,4.623,71.061,0.289
350,09/20/20 11:10:00 AM,73.896,4.623,71.056,0.290
351,09/20/20 11:20:00 AM,73.886,4.623,71.070,0.287
352,09/20/20 11:30:00 AM,73.896,4.623,71.055,0.290
353,09/20/20 11:40:00 AM,73.886,4.623,71.061,0.288
354,09/20/20 11:50:00 AM,73.876,4.623,71.057,0.287
355,09/20/20 12:00:00 PM,73.876,4.623,71.060,0.287
356,09/20/20 12:10:00 PM,73.866,4.623,71.040,0.288
357,09/20/20 12:20:00 PM,73.866,4.623,71.042,0.288
358,09/20/20 12:30:00 PM,73.866,4.623,71.069,0.285
359,09/20/20 12:40:00 PM,73.866,4.623,71.074,0.285
360,09/20/20 12:50:00 PM,73.846,4.623,71.039,0.286
361,09/20/20 01:00:00 PM,73.866,4.623,71.054,0.287
362,09/20/20 01:10:00 PM,73.846,4.623,71.037,0.286
363,09/20/20 01:20:00 PM,73.856,4.623,71.039,0.287
364,09/20/20 01:30:00 PM,73.806,4.623,71.035,0.283
365,09/20/20 01:40:00 PM,73.796,4.623,71.035,0.282
366,09/20/20 01:50:00 PM,73.796,4.623,71.050,0.280
367,09/20/20 02:00:00 PM,73.796,4.623,71.064,0.279
368,09/20/20 02:10:00 PM,73.796,4.623,71.050,0.280
369,09/20/20 02:20:00 PM,73.826,4.623,71.049,0.283
370,09/20/20 02:30:00 PM,73.846,4.623,71.030,0.287
371,09/20/20 02:40:00 PM,73.836,4.623,71.021,0.287
372,09/20/20 02:50:00 PM,73.836,4.623,71.016,0.288
373,09/20/20 03:00:00 PM,73.846,4.623,71.034,0.287
374,09/20/20 03:10:00 PM,73.846,4.623,71.011,0.289
375,09/20/20 03:20:00 PM,73.846,4.623,71.021,0.288
376,09/20/20 03:30:00 PM,73.836,4.623,70.998,0.289
377,09/20/20 03:40:00 PM,73.846,4.623,71.016,0.289
378,09/20/20 03:50:00 PM,73.846,4.623,71.003,0.290
379,09/20/20 04:00:00 PM,73.846,4.623,71.004,0.290
380,09/20/20 04:10:00 PM,73.856,4.623,71.036,0.288
381,09/20/20 04:20:00 PM,73.856,4.623,71.032,0.288
382,09/20/20 04:30:00 PM,73.866,4.623,71.019,0.290
383,09/20/20 04:40:00 PM,73.866,4.623,71.046,0.288
384,09/20/20 04:50:00 PM,73.866,4.623,71.037,0.288
385,09/20/20 05:00:00 PM,73.866,4.623,71.037,0.288
386,09/20/20 05:10:00 PM,73.866,4.623,71.064,0.286
387,09/20/20 05:20:00 PM,73.866,4.623,71.059,0.286
388,09/20/20 05:30:00 PM,73.866,4.623,71.031,0.289
389,09/20/20 05:40:00 PM,73.876,4.623,71.063,0.287
390,09/20/20 05:50:00 PM,73.886,4.623,71.071,0.287
391,09/20/20 06:00:00 PM,73.886,4.623,71.078,0.286
392,09/20/20 06:10:00 PM,73.896,4.623,71.085,0.287
393,09/20/20 06:20:00 PM,73.906,4.623,71.092,0.287
394,09/20/20 06:30:00 PM,73.916,4.623,71.099,0.287
395,09/20/20 06:40:00 PM,73.906,4.623,71.100,0.286
396,09/20/20 06:50:00 PM,73.916,4.623,71.124,0.285
397,09/20/20 07:00:00 PM,73.926,4.623,71.106,0.288
398,09/20/20 07:10:00 PM,73.926,4.623,71.103,0.288
399,09/20/20 07:20:00 PM,73.926,4.623,71.121,0.286
400,09/20/20 07:30:00 PM,73.926,4.623,71.102,0.288
401,09/20/20 07:40:00 PM,73.926,4.623,71.125,0.286
402,09/20/20 07:50:00 PM,73.926,4.623,71.129,0.285
403,09/20/20 08:00:00 PM,73.946,4.623,71.124,0.288
404,09/20/20 08:10:00 PM,73.956,4.623,71.137,0.287
405,09/20/20 08:20:00 PM,73.936,4.623,71.128,0.286
406,09/20/20 08:30:00 PM,73.946,4.623,71.110,0.289
407,09/20/20 08:40:00 PM,73.946,4.623,71.125,0.288
408,09/20/20 08:50:00 PM,73.966,4.623,71.131,0.289
409,09/20/20 09:00:00 PM,73.956,4.623,71.146,0.287
410,09/20/20 09:10:00 PM,73.986,4.623,71.143,0.290
411,09/20/20 09:20:00 PM,73.976,4.623,71.164,0.287
412,09/20/20 09:30:00 PM,73.986,4.623,71.143,0.290
413,09/20/20 09:40:00 PM,73.976,4.623,71.166,0.287
414,09/20/20 09:50:00 PM,73.976,4.623,71.160,0.287
